City	State	Year	Est. Population
Millbrook city (pt.)	Alabama	2010	144
Millbrook city (pt.)	Alabama	2011	144
Millbrook city (pt.)	Alabama	2012	145
Millbrook city (pt.)	Alabama	2013	144
Millbrook city (pt.)	Alabama	2014	144
Millbrook city (pt.)	Alabama	2015	146
Prattville city (pt.)	Alabama	2010	32194
Prattville city (pt.)	Alabama	2011	32269
Prattville city (pt.)	Alabama	2012	32798
Prattville city (pt.)	Alabama	2013	32844
Prattville city (pt.)	Alabama	2014	33117
Prattville city (pt.)	Alabama	2015	33370
Vance town (pt.)	Alabama	2010	49
Vance town (pt.)	Alabama	2011	49
Vance town (pt.)	Alabama	2012	48
Vance town (pt.)	Alabama	2013	48
Vance town (pt.)	Alabama	2014	48
Vance town (pt.)	Alabama	2015	48
Woodstock town (pt.)	Alabama	2010	1320
Woodstock town (pt.)	Alabama	2011	1319
Woodstock town (pt.)	Alabama	2012	1323
Woodstock town (pt.)	Alabama	2013	1340
Woodstock town (pt.)	Alabama	2014	1362
Woodstock town (pt.)	Alabama	2015	1399
Altoona town (pt.)	Alabama	2010	30
Altoona town (pt.)	Alabama	2011	30
Altoona town (pt.)	Alabama	2012	30
Altoona town (pt.)	Alabama	2013	30
Altoona town (pt.)	Alabama	2014	30
Altoona town (pt.)	Alabama	2015	30
County Line town (pt.)	Alabama	2010	197
County Line town (pt.)	Alabama	2011	197
County Line town (pt.)	Alabama	2012	199
County Line town (pt.)	Alabama	2013	199
County Line town (pt.)	Alabama	2014	201
County Line town (pt.)	Alabama	2015	201
McKenzie town (pt.)	Alabama	2010	522
McKenzie town (pt.)	Alabama	2011	522
McKenzie town (pt.)	Alabama	2012	516
McKenzie town (pt.)	Alabama	2013	509
McKenzie town (pt.)	Alabama	2014	507
McKenzie town (pt.)	Alabama	2015	507
Glencoe city (pt.)	Alabama	2010	38
Glencoe city (pt.)	Alabama	2011	38
Glencoe city (pt.)	Alabama	2012	38
Glencoe city (pt.)	Alabama	2013	38
Glencoe city (pt.)	Alabama	2014	37
Glencoe city (pt.)	Alabama	2015	37
Oxford city (pt.)	Alabama	2010	17186
Oxford city (pt.)	Alabama	2011	17186
Oxford city (pt.)	Alabama	2012	17164
Oxford city (pt.)	Alabama	2013	17118
Oxford city (pt.)	Alabama	2014	17073
Oxford city (pt.)	Alabama	2015	17027
Piedmont city (pt.)	Alabama	2010	4878
Piedmont city (pt.)	Alabama	2011	4869
Piedmont city (pt.)	Alabama	2012	4832
Piedmont city (pt.)	Alabama	2013	4798
Piedmont city (pt.)	Alabama	2014	4767
Piedmont city (pt.)	Alabama	2015	4739
Southside city (pt.)	Alabama	2010	155
Southside city (pt.)	Alabama	2011	155
Southside city (pt.)	Alabama	2012	154
Southside city (pt.)	Alabama	2013	154
Southside city (pt.)	Alabama	2014	154
Southside city (pt.)	Alabama	2015	154
Waverly town (pt.)	Alabama	2010	98
Waverly town (pt.)	Alabama	2011	98
Waverly town (pt.)	Alabama	2012	98
Waverly town (pt.)	Alabama	2013	98
Waverly town (pt.)	Alabama	2014	98
Waverly town (pt.)	Alabama	2015	98
Collinsville town (pt.)	Alabama	2010	21
Collinsville town (pt.)	Alabama	2011	21
Collinsville town (pt.)	Alabama	2012	21
Collinsville town (pt.)	Alabama	2013	21
Collinsville town (pt.)	Alabama	2014	21
Collinsville town (pt.)	Alabama	2015	21
Sand Rock town (pt.)	Alabama	2010	534
Sand Rock town (pt.)	Alabama	2011	534
Sand Rock town (pt.)	Alabama	2012	537
Sand Rock town (pt.)	Alabama	2013	534
Sand Rock town (pt.)	Alabama	2014	536
Sand Rock town (pt.)	Alabama	2015	535
Calera city (pt.)	Alabama	2010	90
Calera city (pt.)	Alabama	2011	90
Calera city (pt.)	Alabama	2012	92
Calera city (pt.)	Alabama	2013	94
Calera city (pt.)	Alabama	2014	97
Calera city (pt.)	Alabama	2015	99
Enterprise city (pt.)	Alabama	2010	26136
Enterprise city (pt.)	Alabama	2011	26295
Enterprise city (pt.)	Alabama	2012	26673
Enterprise city (pt.)	Alabama	2013	27263
Enterprise city (pt.)	Alabama	2014	27129
Enterprise city (pt.)	Alabama	2015	27246
McKenzie town (pt.)	Alabama	2010	8
McKenzie town (pt.)	Alabama	2011	8
McKenzie town (pt.)	Alabama	2012	8
McKenzie town (pt.)	Alabama	2013	8
McKenzie town (pt.)	Alabama	2014	8
McKenzie town (pt.)	Alabama	2015	8
Arab city (pt.)	Alabama	2010	27
Arab city (pt.)	Alabama	2011	27
Arab city (pt.)	Alabama	2012	27
Arab city (pt.)	Alabama	2013	27
Arab city (pt.)	Alabama	2014	27
Arab city (pt.)	Alabama	2015	27
Garden City town (pt.)	Alabama	2010	492
Garden City town (pt.)	Alabama	2011	492
Garden City town (pt.)	Alabama	2012	493
Garden City town (pt.)	Alabama	2013	490
Garden City town (pt.)	Alabama	2014	490
Garden City town (pt.)	Alabama	2015	490
Dothan city (pt.)	Alabama	2010	1217
Dothan city (pt.)	Alabama	2011	1218
Dothan city (pt.)	Alabama	2012	1209
Dothan city (pt.)	Alabama	2013	1219
Dothan city (pt.)	Alabama	2014	1221
Dothan city (pt.)	Alabama	2015	1222
Enterprise city (pt.)	Alabama	2010	477
Enterprise city (pt.)	Alabama	2011	478
Enterprise city (pt.)	Alabama	2012	478
Enterprise city (pt.)	Alabama	2013	488
Enterprise city (pt.)	Alabama	2014	484
Enterprise city (pt.)	Alabama	2015	484
Collinsville town (pt.)	Alabama	2010	1962
Collinsville town (pt.)	Alabama	2011	1963
Collinsville town (pt.)	Alabama	2012	1968
Collinsville town (pt.)	Alabama	2013	1955
Collinsville town (pt.)	Alabama	2014	1952
Collinsville town (pt.)	Alabama	2015	1954
Sand Rock town (pt.)	Alabama	2010	26
Sand Rock town (pt.)	Alabama	2011	26
Sand Rock town (pt.)	Alabama	2012	26
Sand Rock town (pt.)	Alabama	2013	26
Sand Rock town (pt.)	Alabama	2014	26
Sand Rock town (pt.)	Alabama	2015	26
Millbrook city (pt.)	Alabama	2010	14493
Millbrook city (pt.)	Alabama	2011	14526
Millbrook city (pt.)	Alabama	2012	14672
Millbrook city (pt.)	Alabama	2013	14768
Millbrook city (pt.)	Alabama	2014	14931
Millbrook city (pt.)	Alabama	2015	15033
Prattville city (pt.)	Alabama	2010	1792
Prattville city (pt.)	Alabama	2011	1797
Prattville city (pt.)	Alabama	2012	1826
Prattville city (pt.)	Alabama	2013	1840
Prattville city (pt.)	Alabama	2014	1891
Prattville city (pt.)	Alabama	2015	1894
Tallassee city (pt.)	Alabama	2010	3109
Tallassee city (pt.)	Alabama	2011	3116
Tallassee city (pt.)	Alabama	2012	3127
Tallassee city (pt.)	Alabama	2013	3130
Tallassee city (pt.)	Alabama	2014	3133
Tallassee city (pt.)	Alabama	2015	3117
Altoona town (pt.)	Alabama	2010	907
Altoona town (pt.)	Alabama	2011	907
Altoona town (pt.)	Alabama	2012	905
Altoona town (pt.)	Alabama	2013	904
Altoona town (pt.)	Alabama	2014	901
Altoona town (pt.)	Alabama	2015	897
Boaz city (pt.)	Alabama	2010	1109
Boaz city (pt.)	Alabama	2011	1109
Boaz city (pt.)	Alabama	2012	1108
Boaz city (pt.)	Alabama	2013	1110
Boaz city (pt.)	Alabama	2014	1108
Boaz city (pt.)	Alabama	2015	1106
Glencoe city (pt.)	Alabama	2010	5122
Glencoe city (pt.)	Alabama	2011	5128
Glencoe city (pt.)	Alabama	2012	5139
Glencoe city (pt.)	Alabama	2013	5160
Glencoe city (pt.)	Alabama	2014	5149
Glencoe city (pt.)	Alabama	2015	5133
Sardis City town (pt.)	Alabama	2010	1698
Sardis City town (pt.)	Alabama	2011	1703
Sardis City town (pt.)	Alabama	2012	1715
Sardis City town (pt.)	Alabama	2013	1734
Sardis City town (pt.)	Alabama	2014	1727
Sardis City town (pt.)	Alabama	2015	1734
Southside city (pt.)	Alabama	2010	8257
Southside city (pt.)	Alabama	2011	8268
Southside city (pt.)	Alabama	2012	8291
Southside city (pt.)	Alabama	2013	8321
Southside city (pt.)	Alabama	2014	8364
Southside city (pt.)	Alabama	2015	8392
Glen Allen town (pt.)	Alabama	2010	458
Glen Allen town (pt.)	Alabama	2011	458
Glen Allen town (pt.)	Alabama	2012	454
Glen Allen town (pt.)	Alabama	2013	451
Glen Allen town (pt.)	Alabama	2014	449
Glen Allen town (pt.)	Alabama	2015	449
Winfield city (pt.)	Alabama	2010	771
Winfield city (pt.)	Alabama	2011	771
Winfield city (pt.)	Alabama	2012	764
Winfield city (pt.)	Alabama	2013	760
Winfield city (pt.)	Alabama	2014	756
Winfield city (pt.)	Alabama	2015	753
Taylor town (pt.)	Alabama	2010	7
Taylor town (pt.)	Alabama	2011	7
Taylor town (pt.)	Alabama	2012	7
Taylor town (pt.)	Alabama	2013	7
Taylor town (pt.)	Alabama	2014	7
Taylor town (pt.)	Alabama	2015	7
Moundville town (pt.)	Alabama	2010	1705
Moundville town (pt.)	Alabama	2011	1709
Moundville town (pt.)	Alabama	2012	1688
Moundville town (pt.)	Alabama	2013	1702
Moundville town (pt.)	Alabama	2014	1715
Moundville town (pt.)	Alabama	2015	1708
Dothan city (pt.)	Alabama	2010	7
Dothan city (pt.)	Alabama	2011	7
Dothan city (pt.)	Alabama	2012	7
Dothan city (pt.)	Alabama	2013	7
Dothan city (pt.)	Alabama	2014	7
Dothan city (pt.)	Alabama	2015	7
Dothan city (pt.)	Alabama	2010	64692
Dothan city (pt.)	Alabama	2011	64878
Dothan city (pt.)	Alabama	2012	65445
Dothan city (pt.)	Alabama	2013	66133
Dothan city (pt.)	Alabama	2014	66613
Dothan city (pt.)	Alabama	2015	67125
Taylor town (pt.)	Alabama	2010	2365
Taylor town (pt.)	Alabama	2011	2371
Taylor town (pt.)	Alabama	2012	2384
Taylor town (pt.)	Alabama	2013	2404
Taylor town (pt.)	Alabama	2014	2397
Taylor town (pt.)	Alabama	2015	2406
Argo town (pt.)	Alabama	2010	61
Argo town (pt.)	Alabama	2011	61
Argo town (pt.)	Alabama	2012	61
Argo town (pt.)	Alabama	2013	61
Argo town (pt.)	Alabama	2014	60
Argo town (pt.)	Alabama	2015	60
Birmingham city (pt.)	Alabama	2010	210522
Birmingham city (pt.)	Alabama	2011	210339
Birmingham city (pt.)	Alabama	2012	210213
Birmingham city (pt.)	Alabama	2013	209498
Birmingham city (pt.)	Alabama	2014	210098
Birmingham city (pt.)	Alabama	2015	210326
County Line town (pt.)	Alabama	2010	61
County Line town (pt.)	Alabama	2011	61
County Line town (pt.)	Alabama	2012	61
County Line town (pt.)	Alabama	2013	61
County Line town (pt.)	Alabama	2014	60
County Line town (pt.)	Alabama	2015	60
Helena city (pt.)	Alabama	2010	2206
Helena city (pt.)	Alabama	2011	2207
Helena city (pt.)	Alabama	2012	2207
Helena city (pt.)	Alabama	2013	2201
Helena city (pt.)	Alabama	2014	2209
Helena city (pt.)	Alabama	2015	2245
Hoover city (pt.)	Alabama	2010	58537
Hoover city (pt.)	Alabama	2011	58586
Hoover city (pt.)	Alabama	2012	58862
Hoover city (pt.)	Alabama	2013	59619
Hoover city (pt.)	Alabama	2014	59919
Hoover city (pt.)	Alabama	2015	60203
Leeds city (pt.)	Alabama	2010	9809
Leeds city (pt.)	Alabama	2011	9824
Leeds city (pt.)	Alabama	2012	9824
Leeds city (pt.)	Alabama	2013	9834
Leeds city (pt.)	Alabama	2014	9846
Leeds city (pt.)	Alabama	2015	9867
Sumiton city (pt.)	Alabama	2010	16
Sumiton city (pt.)	Alabama	2011	16
Sumiton city (pt.)	Alabama	2012	16
Sumiton city (pt.)	Alabama	2013	16
Sumiton city (pt.)	Alabama	2014	16
Sumiton city (pt.)	Alabama	2015	16
Trafford town (pt.)	Alabama	2010	646
Trafford town (pt.)	Alabama	2011	646
Trafford town (pt.)	Alabama	2012	648
Trafford town (pt.)	Alabama	2013	646
Trafford town (pt.)	Alabama	2014	643
Trafford town (pt.)	Alabama	2015	640
Trussville city (pt.)	Alabama	2010	19513
Trussville city (pt.)	Alabama	2011	19540
Trussville city (pt.)	Alabama	2012	19622
Trussville city (pt.)	Alabama	2013	19630
Trussville city (pt.)	Alabama	2014	19835
Trussville city (pt.)	Alabama	2015	20168
Vestavia Hills city (pt.)	Alabama	2010	34095
Vestavia Hills city (pt.)	Alabama	2011	34077
Vestavia Hills city (pt.)	Alabama	2012	34037
Vestavia Hills city (pt.)	Alabama	2013	34013
Vestavia Hills city (pt.)	Alabama	2014	33985
Vestavia Hills city (pt.)	Alabama	2015	34142
Notasulga town (pt.)	Alabama	2010	75
Notasulga town (pt.)	Alabama	2011	75
Notasulga town (pt.)	Alabama	2012	76
Notasulga town (pt.)	Alabama	2013	77
Notasulga town (pt.)	Alabama	2014	78
Notasulga town (pt.)	Alabama	2015	79
Phenix City city (pt.)	Alabama	2010	4155
Phenix City city (pt.)	Alabama	2011	4190
Phenix City city (pt.)	Alabama	2012	4411
Phenix City city (pt.)	Alabama	2013	4561
Phenix City city (pt.)	Alabama	2014	4728
Phenix City city (pt.)	Alabama	2015	4821
Waverly town (pt.)	Alabama	2010	47
Waverly town (pt.)	Alabama	2011	47
Waverly town (pt.)	Alabama	2012	48
Waverly town (pt.)	Alabama	2013	48
Waverly town (pt.)	Alabama	2014	49
Waverly town (pt.)	Alabama	2015	49
Decatur city (pt.)	Alabama	2010	84
Decatur city (pt.)	Alabama	2011	84
Decatur city (pt.)	Alabama	2012	86
Decatur city (pt.)	Alabama	2013	88
Decatur city (pt.)	Alabama	2014	89
Decatur city (pt.)	Alabama	2015	91
Huntsville city (pt.)	Alabama	2010	1535
Huntsville city (pt.)	Alabama	2011	1546
Huntsville city (pt.)	Alabama	2012	1600
Huntsville city (pt.)	Alabama	2013	1647
Huntsville city (pt.)	Alabama	2014	1691
Huntsville city (pt.)	Alabama	2015	1743
Madison city (pt.)	Alabama	2010	3454
Madison city (pt.)	Alabama	2011	3497
Madison city (pt.)	Alabama	2012	3638
Madison city (pt.)	Alabama	2013	3785
Madison city (pt.)	Alabama	2014	3902
Madison city (pt.)	Alabama	2015	4042
Notasulga town (pt.)	Alabama	2010	890
Notasulga town (pt.)	Alabama	2011	895
Notasulga town (pt.)	Alabama	2012	876
Notasulga town (pt.)	Alabama	2013	844
Notasulga town (pt.)	Alabama	2014	809
Notasulga town (pt.)	Alabama	2015	791
Huntsville city (pt.)	Alabama	2010	178735
Huntsville city (pt.)	Alabama	2011	179323
Huntsville city (pt.)	Alabama	2012	180605
Huntsville city (pt.)	Alabama	2013	182068
Huntsville city (pt.)	Alabama	2014	184464
Huntsville city (pt.)	Alabama	2015	186462
Madison city (pt.)	Alabama	2010	39485
Madison city (pt.)	Alabama	2011	39810
Madison city (pt.)	Alabama	2012	40379
Madison city (pt.)	Alabama	2013	41122
Madison city (pt.)	Alabama	2014	41768
Madison city (pt.)	Alabama	2015	42367
Glen Allen town (pt.)	Alabama	2010	52
Glen Allen town (pt.)	Alabama	2011	52
Glen Allen town (pt.)	Alabama	2012	52
Glen Allen town (pt.)	Alabama	2013	51
Glen Allen town (pt.)	Alabama	2014	51
Glen Allen town (pt.)	Alabama	2015	51
Gu-Win town (pt.)	Alabama	2010	176
Gu-Win town (pt.)	Alabama	2011	176
Gu-Win town (pt.)	Alabama	2012	176
Gu-Win town (pt.)	Alabama	2013	175
Gu-Win town (pt.)	Alabama	2014	173
Gu-Win town (pt.)	Alabama	2015	173
Haleyville city (pt.)	Alabama	2010	48
Haleyville city (pt.)	Alabama	2011	48
Haleyville city (pt.)	Alabama	2012	48
Haleyville city (pt.)	Alabama	2013	48
Haleyville city (pt.)	Alabama	2014	47
Haleyville city (pt.)	Alabama	2015	47
Winfield city (pt.)	Alabama	2010	3883
Winfield city (pt.)	Alabama	2011	3890
Winfield city (pt.)	Alabama	2012	3888
Winfield city (pt.)	Alabama	2013	3865
Winfield city (pt.)	Alabama	2014	3841
Winfield city (pt.)	Alabama	2015	3835
Arab city (pt.)	Alabama	2010	8060
Arab city (pt.)	Alabama	2011	8075
Arab city (pt.)	Alabama	2012	8160
Arab city (pt.)	Alabama	2013	8205
Arab city (pt.)	Alabama	2014	8232
Arab city (pt.)	Alabama	2015	8232
Boaz city (pt.)	Alabama	2010	8359
Boaz city (pt.)	Alabama	2011	8375
Boaz city (pt.)	Alabama	2012	8444
Boaz city (pt.)	Alabama	2013	8510
Boaz city (pt.)	Alabama	2014	8538
Boaz city (pt.)	Alabama	2015	8563
Sardis City town (pt.)	Alabama	2010	6
Sardis City town (pt.)	Alabama	2011	6
Sardis City town (pt.)	Alabama	2012	6
Sardis City town (pt.)	Alabama	2013	6
Sardis City town (pt.)	Alabama	2014	6
Sardis City town (pt.)	Alabama	2015	6
Decatur city (pt.)	Alabama	2010	55620
Decatur city (pt.)	Alabama	2011	55668
Decatur city (pt.)	Alabama	2012	55782
Decatur city (pt.)	Alabama	2013	55813
Decatur city (pt.)	Alabama	2014	55544
Decatur city (pt.)	Alabama	2015	55472
Phenix City city (pt.)	Alabama	2010	28718
Phenix City city (pt.)	Alabama	2011	28994
Phenix City city (pt.)	Alabama	2012	30100
Phenix City city (pt.)	Alabama	2013	31642
Phenix City city (pt.)	Alabama	2014	32619
Phenix City city (pt.)	Alabama	2015	32771
Argo town (pt.)	Alabama	2010	4010
Argo town (pt.)	Alabama	2011	4018
Argo town (pt.)	Alabama	2012	4033
Argo town (pt.)	Alabama	2013	4066
Argo town (pt.)	Alabama	2014	4119
Argo town (pt.)	Alabama	2015	4121
Leeds city (pt.)	Alabama	2010	1857
Leeds city (pt.)	Alabama	2011	1866
Leeds city (pt.)	Alabama	2012	1883
Leeds city (pt.)	Alabama	2013	1906
Leeds city (pt.)	Alabama	2014	1942
Leeds city (pt.)	Alabama	2015	1955
Trussville city (pt.)	Alabama	2010	483
Trussville city (pt.)	Alabama	2011	484
Trussville city (pt.)	Alabama	2012	489
Trussville city (pt.)	Alabama	2013	495
Trussville city (pt.)	Alabama	2014	509
Trussville city (pt.)	Alabama	2015	520
Birmingham city (pt.)	Alabama	2010	1682
Birmingham city (pt.)	Alabama	2011	1687
Birmingham city (pt.)	Alabama	2012	1702
Birmingham city (pt.)	Alabama	2013	1719
Birmingham city (pt.)	Alabama	2014	1743
Birmingham city (pt.)	Alabama	2015	1756
Calera city (pt.)	Alabama	2010	11516
Calera city (pt.)	Alabama	2011	11639
Calera city (pt.)	Alabama	2012	12022
Calera city (pt.)	Alabama	2013	12342
Calera city (pt.)	Alabama	2014	12622
Calera city (pt.)	Alabama	2015	12845
Helena city (pt.)	Alabama	2010	14752
Helena city (pt.)	Alabama	2011	14807
Helena city (pt.)	Alabama	2012	14919
Helena city (pt.)	Alabama	2013	15076
Helena city (pt.)	Alabama	2014	15286
Helena city (pt.)	Alabama	2015	15609
Hoover city (pt.)	Alabama	2010	22493
Hoover city (pt.)	Alabama	2011	22596
Hoover city (pt.)	Alabama	2012	22889
Hoover city (pt.)	Alabama	2013	23474
Hoover city (pt.)	Alabama	2014	23831
Hoover city (pt.)	Alabama	2015	24066
Leeds city (pt.)	Alabama	2010	106
Leeds city (pt.)	Alabama	2011	106
Leeds city (pt.)	Alabama	2012	107
Leeds city (pt.)	Alabama	2013	108
Leeds city (pt.)	Alabama	2014	108
Leeds city (pt.)	Alabama	2015	109
Vestavia Hills city (pt.)	Alabama	2010	12
Vestavia Hills city (pt.)	Alabama	2011	12
Vestavia Hills city (pt.)	Alabama	2012	12
Vestavia Hills city (pt.)	Alabama	2013	12
Vestavia Hills city (pt.)	Alabama	2014	12
Vestavia Hills city (pt.)	Alabama	2015	12
Vincent town (pt.)	Alabama	2010	2078
Vincent town (pt.)	Alabama	2011	2084
Vincent town (pt.)	Alabama	2012	2090
Vincent town (pt.)	Alabama	2013	2103
Vincent town (pt.)	Alabama	2014	2111
Vincent town (pt.)	Alabama	2015	2114
Oxford city (pt.)	Alabama	2010	4143
Oxford city (pt.)	Alabama	2011	4139
Oxford city (pt.)	Alabama	2012	4142
Oxford city (pt.)	Alabama	2013	4149
Oxford city (pt.)	Alabama	2014	4143
Oxford city (pt.)	Alabama	2015	4148
Tallassee city (pt.)	Alabama	2010	1709
Tallassee city (pt.)	Alabama	2011	1706
Tallassee city (pt.)	Alabama	2012	1704
Tallassee city (pt.)	Alabama	2013	1692
Tallassee city (pt.)	Alabama	2014	1692
Tallassee city (pt.)	Alabama	2015	1689
Moundville town (pt.)	Alabama	2010	722
Moundville town (pt.)	Alabama	2011	725
Moundville town (pt.)	Alabama	2012	737
Moundville town (pt.)	Alabama	2013	741
Moundville town (pt.)	Alabama	2014	749
Moundville town (pt.)	Alabama	2015	750
Vance town (pt.)	Alabama	2010	1467
Vance town (pt.)	Alabama	2011	1475
Vance town (pt.)	Alabama	2012	1478
Vance town (pt.)	Alabama	2013	1478
Vance town (pt.)	Alabama	2014	1477
Vance town (pt.)	Alabama	2015	1474
Woodstock town (pt.)	Alabama	2010	98
Woodstock town (pt.)	Alabama	2011	98
Woodstock town (pt.)	Alabama	2012	99
Woodstock town (pt.)	Alabama	2013	101
Woodstock town (pt.)	Alabama	2014	104
Woodstock town (pt.)	Alabama	2015	106
Nauvoo town (pt.)	Alabama	2010	216
Nauvoo town (pt.)	Alabama	2011	216
Nauvoo town (pt.)	Alabama	2012	215
Nauvoo town (pt.)	Alabama	2013	214
Nauvoo town (pt.)	Alabama	2014	213
Nauvoo town (pt.)	Alabama	2015	212
Sumiton city (pt.)	Alabama	2010	2499
Sumiton city (pt.)	Alabama	2011	2496
Sumiton city (pt.)	Alabama	2012	2462
Sumiton city (pt.)	Alabama	2013	2441
Sumiton city (pt.)	Alabama	2014	2428
Sumiton city (pt.)	Alabama	2015	2411
Haleyville city (pt.)	Alabama	2010	4135
Haleyville city (pt.)	Alabama	2011	4120
Haleyville city (pt.)	Alabama	2012	4107
Haleyville city (pt.)	Alabama	2013	4079
Haleyville city (pt.)	Alabama	2014	4080
Haleyville city (pt.)	Alabama	2015	4072
Nauvoo town (pt.)	Alabama	2010	1
Nauvoo town (pt.)	Alabama	2011	1
Nauvoo town (pt.)	Alabama	2012	1
Nauvoo town (pt.)	Alabama	2013	1
Nauvoo town (pt.)	Alabama	2014	1
Nauvoo town (pt.)	Alabama	2015	1
Anchorage municipality	Alaska	2010	291826
Anchorage municipality	Alaska	2011	293405
Anchorage municipality	Alaska	2012	296333
Anchorage municipality	Alaska	2013	298613
Anchorage municipality	Alaska	2014	301537
Anchorage municipality	Alaska	2015	300357
Aleutians East Borough	Alaska	2010	3141
Aleutians East Borough	Alaska	2011	3169
Aleutians East Borough	Alaska	2012	3254
Aleutians East Borough	Alaska	2013	3292
Aleutians East Borough	Alaska	2014	3314
Aleutians East Borough	Alaska	2015	3317
Balance of Aleutians East Borough	Alaska	2010	57
Balance of Aleutians East Borough	Alaska	2011	58
Balance of Aleutians East Borough	Alaska	2012	62
Balance of Aleutians East Borough	Alaska	2013	63
Balance of Aleutians East Borough	Alaska	2014	64
Balance of Aleutians East Borough	Alaska	2015	64
Aleutians West Census Area	Alaska	2010	5561
Aleutians West Census Area	Alaska	2011	5546
Aleutians West Census Area	Alaska	2012	5588
Aleutians West Census Area	Alaska	2013	5678
Aleutians West Census Area	Alaska	2014	5699
Aleutians West Census Area	Alaska	2015	5751
Balance of Aleutians West Census Area	Alaska	2010	217
Balance of Aleutians West Census Area	Alaska	2011	217
Balance of Aleutians West Census Area	Alaska	2012	208
Balance of Aleutians West Census Area	Alaska	2013	212
Balance of Aleutians West Census Area	Alaska	2014	210
Balance of Aleutians West Census Area	Alaska	2015	203
Anchorage Municipality	Alaska	2010	291826
Anchorage Municipality	Alaska	2011	293405
Anchorage Municipality	Alaska	2012	296333
Anchorage Municipality	Alaska	2013	298613
Anchorage Municipality	Alaska	2014	301537
Anchorage Municipality	Alaska	2015	300357
Anchorage municipality	Alaska	2010	291826
Anchorage municipality	Alaska	2011	293405
Anchorage municipality	Alaska	2012	296333
Anchorage municipality	Alaska	2013	298613
Anchorage municipality	Alaska	2014	301537
Anchorage municipality	Alaska	2015	300357
Bethel Census Area	Alaska	2010	17013
Bethel Census Area	Alaska	2011	17080
Bethel Census Area	Alaska	2012	17459
Bethel Census Area	Alaska	2013	17691
Bethel Census Area	Alaska	2014	17862
Bethel Census Area	Alaska	2015	17923
Balance of Bethel Census Area	Alaska	2010	4752
Balance of Bethel Census Area	Alaska	2011	4771
Balance of Bethel Census Area	Alaska	2012	4866
Balance of Bethel Census Area	Alaska	2013	4928
Balance of Bethel Census Area	Alaska	2014	4967
Balance of Bethel Census Area	Alaska	2015	4981
Bristol Bay Borough	Alaska	2010	997
Bristol Bay Borough	Alaska	2011	1002
Bristol Bay Borough	Alaska	2012	1038
Bristol Bay Borough	Alaska	2013	984
Bristol Bay Borough	Alaska	2014	954
Bristol Bay Borough	Alaska	2015	946
Denali Borough	Alaska	2010	1826
Denali Borough	Alaska	2011	1837
Denali Borough	Alaska	2012	1873
Denali Borough	Alaska	2013	1904
Denali Borough	Alaska	2014	1934
Denali Borough	Alaska	2015	1903
Balance of Denali Borough	Alaska	2010	1580
Balance of Denali Borough	Alaska	2011	1590
Balance of Denali Borough	Alaska	2012	1616
Balance of Denali Borough	Alaska	2013	1642
Balance of Denali Borough	Alaska	2014	1660
Balance of Denali Borough	Alaska	2015	1640
Dillingham Census Area	Alaska	2010	4847
Dillingham Census Area	Alaska	2011	4856
Dillingham Census Area	Alaska	2012	4957
Dillingham Census Area	Alaska	2013	4957
Dillingham Census Area	Alaska	2014	4991
Dillingham Census Area	Alaska	2015	4994
Balance of Dillingham Census Area	Alaska	2010	353
Balance of Dillingham Census Area	Alaska	2011	354
Balance of Dillingham Census Area	Alaska	2012	361
Balance of Dillingham Census Area	Alaska	2013	360
Balance of Dillingham Census Area	Alaska	2014	362
Balance of Dillingham Census Area	Alaska	2015	362
Fairbanks North Star Borough	Alaska	2010	97581
Fairbanks North Star Borough	Alaska	2011	98289
Fairbanks North Star Borough	Alaska	2012	98146
Fairbanks North Star Borough	Alaska	2013	100370
Fairbanks North Star Borough	Alaska	2014	101007
Fairbanks North Star Borough	Alaska	2015	99371
Balance of Fairbanks North Star Borough	Alaska	2010	63929
Balance of Fairbanks North Star Borough	Alaska	2011	64406
Balance of Fairbanks North Star Borough	Alaska	2012	65131
Balance of Fairbanks North Star Borough	Alaska	2013	65621
Balance of Fairbanks North Star Borough	Alaska	2014	65773
Balance of Fairbanks North Star Borough	Alaska	2015	64951
Haines Borough	Alaska	2010	2508
Haines Borough	Alaska	2011	2501
Haines Borough	Alaska	2012	2569
Haines Borough	Alaska	2013	2570
Haines Borough	Alaska	2014	2563
Haines Borough	Alaska	2015	2566
Hoonah-Angoon Census Area	Alaska	2010	2147
Hoonah-Angoon Census Area	Alaska	2011	2147
Hoonah-Angoon Census Area	Alaska	2012	2125
Hoonah-Angoon Census Area	Alaska	2013	2144
Hoonah-Angoon Census Area	Alaska	2014	2142
Hoonah-Angoon Census Area	Alaska	2015	2091
Balance of Hoonah-Angoon Census Area	Alaska	2010	268
Balance of Hoonah-Angoon Census Area	Alaska	2011	268
Balance of Hoonah-Angoon Census Area	Alaska	2012	265
Balance of Hoonah-Angoon Census Area	Alaska	2013	267
Balance of Hoonah-Angoon Census Area	Alaska	2014	266
Balance of Hoonah-Angoon Census Area	Alaska	2015	259
Juneau City and Borough	Alaska	2010	31275
Juneau City and Borough	Alaska	2011	31388
Juneau City and Borough	Alaska	2012	32186
Juneau City and Borough	Alaska	2013	32443
Juneau City and Borough	Alaska	2014	32645
Juneau City and Borough	Alaska	2015	32625
Kenai Peninsula Borough	Alaska	2010	55400
Kenai Peninsula Borough	Alaska	2011	55573
Kenai Peninsula Borough	Alaska	2012	56375
Kenai Peninsula Borough	Alaska	2013	56961
