City	State	Year	Est. Population
Beverly township	Illinois	2010	406
Beverly township	Illinois	2011	406
Beverly township	Illinois	2012	403
Beverly township	Illinois	2013	401
Beverly township	Illinois	2014	397
Beverly township	Illinois	2015	396
Burton township	Illinois	2010	909
Burton township	Illinois	2011	909
Burton township	Illinois	2012	905
Burton township	Illinois	2013	903
Burton township	Illinois	2014	897
Burton township	Illinois	2015	896
Camp Point township	Illinois	2010	1632
Camp Point township	Illinois	2011	1633
Camp Point township	Illinois	2012	1629
Camp Point township	Illinois	2013	1631
Camp Point township	Illinois	2014	1624
Camp Point township	Illinois	2015	1626
Balance of Camp Point township	Illinois	2010	500
Balance of Camp Point township	Illinois	2011	500
Balance of Camp Point township	Illinois	2012	499
Balance of Camp Point township	Illinois	2013	500
Balance of Camp Point township	Illinois	2014	497
Balance of Camp Point township	Illinois	2015	498
Clayton township	Illinois	2010	1027
Clayton township	Illinois	2011	1027
Clayton township	Illinois	2012	1024
Clayton township	Illinois	2013	1023
Clayton township	Illinois	2014	1066
Clayton township	Illinois	2015	1065
Balance of Clayton township	Illinois	2010	296
Balance of Clayton township	Illinois	2011	296
Balance of Clayton township	Illinois	2012	295
Balance of Clayton township	Illinois	2013	296
Balance of Clayton township	Illinois	2014	295
Balance of Clayton township	Illinois	2015	295
Columbus township	Illinois	2010	551
Columbus township	Illinois	2011	551
Columbus township	Illinois	2012	550
Columbus township	Illinois	2013	551
Columbus township	Illinois	2014	549
Columbus township	Illinois	2015	549
Balance of Columbus township	Illinois	2010	487
Balance of Columbus township	Illinois	2011	487
Balance of Columbus township	Illinois	2012	486
Balance of Columbus township	Illinois	2013	487
Balance of Columbus township	Illinois	2014	485
Balance of Columbus township	Illinois	2015	485
Concord township	Illinois	2010	287
Concord township	Illinois	2011	287
Concord township	Illinois	2012	286
Concord township	Illinois	2013	287
Concord township	Illinois	2014	286
Concord township	Illinois	2015	286
Ellington township	Illinois	2010	2862
Ellington township	Illinois	2011	2863
Ellington township	Illinois	2012	2854
Ellington township	Illinois	2013	2854
Ellington township	Illinois	2014	2840
Ellington township	Illinois	2015	2841
Fall Creek township	Illinois	2010	529
Fall Creek township	Illinois	2011	529
Fall Creek township	Illinois	2012	528
Fall Creek township	Illinois	2013	528
Fall Creek township	Illinois	2014	524
Fall Creek township	Illinois	2015	522
Gilmer township	Illinois	2010	1128
Gilmer township	Illinois	2011	1129
Gilmer township	Illinois	2012	1126
Gilmer township	Illinois	2013	1127
Gilmer township	Illinois	2014	1120
Gilmer township	Illinois	2015	1119
Balance of Gilmer township	Illinois	2010	1093
Balance of Gilmer township	Illinois	2011	1094
Balance of Gilmer township	Illinois	2012	1091
Balance of Gilmer township	Illinois	2013	1092
Balance of Gilmer township	Illinois	2014	1085
Balance of Gilmer township	Illinois	2015	1084
Honey Creek township	Illinois	2010	720
Honey Creek township	Illinois	2011	720
Honey Creek township	Illinois	2012	719
Honey Creek township	Illinois	2013	719
Honey Creek township	Illinois	2014	716
Honey Creek township	Illinois	2015	717
Balance of Honey Creek township	Illinois	2010	573
Balance of Honey Creek township	Illinois	2011	573
Balance of Honey Creek township	Illinois	2012	572
Balance of Honey Creek township	Illinois	2013	572
Balance of Honey Creek township	Illinois	2014	570
Balance of Honey Creek township	Illinois	2015	571
Houston township	Illinois	2010	221
Houston township	Illinois	2011	221
Houston township	Illinois	2012	221
Houston township	Illinois	2013	221
Houston township	Illinois	2014	220
Houston township	Illinois	2015	220
Balance of Houston township	Illinois	2010	221
Balance of Houston township	Illinois	2011	221
Balance of Houston township	Illinois	2012	221
Balance of Houston township	Illinois	2013	221
Balance of Houston township	Illinois	2014	220
Balance of Houston township	Illinois	2015	220
Keene township	Illinois	2010	604
Keene township	Illinois	2011	604
Keene township	Illinois	2012	602
Keene township	Illinois	2013	604
Keene township	Illinois	2014	601
Keene township	Illinois	2015	602
Balance of Keene township	Illinois	2010	291
Balance of Keene township	Illinois	2011	291
Balance of Keene township	Illinois	2012	290
Balance of Keene township	Illinois	2013	291
Balance of Keene township	Illinois	2014	290
Balance of Keene township	Illinois	2015	290
Liberty township	Illinois	2010	1360
Liberty township	Illinois	2011	1360
Liberty township	Illinois	2012	1355
Liberty township	Illinois	2013	1353
Liberty township	Illinois	2014	1345
Liberty township	Illinois	2015	1344
Balance of Liberty township	Illinois	2010	844
Balance of Liberty township	Illinois	2011	844
Balance of Liberty township	Illinois	2012	840
Balance of Liberty township	Illinois	2013	838
Balance of Liberty township	Illinois	2014	832
Balance of Liberty township	Illinois	2015	830
Lima township	Illinois	2010	534
Lima township	Illinois	2011	534
Lima township	Illinois	2012	533
Lima township	Illinois	2013	534
Lima township	Illinois	2014	531
Lima township	Illinois	2015	532
Balance of Lima township	Illinois	2010	373
Balance of Lima township	Illinois	2011	373
Balance of Lima township	Illinois	2012	372
Balance of Lima township	Illinois	2013	373
Balance of Lima township	Illinois	2014	371
Balance of Lima township	Illinois	2015	372
McKee township	Illinois	2010	171
McKee township	Illinois	2011	171
McKee township	Illinois	2012	171
McKee township	Illinois	2013	171
McKee township	Illinois	2014	170
McKee township	Illinois	2015	170
Melrose township	Illinois	2010	5740
Melrose township	Illinois	2011	5739
Melrose township	Illinois	2012	5718
Melrose township	Illinois	2013	5711
Melrose township	Illinois	2014	5673
Melrose township	Illinois	2015	5665
Mendon township	Illinois	2010	1516
Mendon township	Illinois	2011	1516
Mendon township	Illinois	2012	1511
Mendon township	Illinois	2013	1510
Mendon township	Illinois	2014	1502
Mendon township	Illinois	2015	1506
Balance of Mendon township	Illinois	2010	563
Balance of Mendon township	Illinois	2011	563
Balance of Mendon township	Illinois	2012	562
Balance of Mendon township	Illinois	2013	562
Balance of Mendon township	Illinois	2014	560
Balance of Mendon township	Illinois	2015	561
Northeast township	Illinois	2010	840
Northeast township	Illinois	2011	840
Northeast township	Illinois	2012	839
Northeast township	Illinois	2013	839
Northeast township	Illinois	2014	834
Northeast township	Illinois	2015	833
Balance of Northeast township	Illinois	2010	171
Balance of Northeast township	Illinois	2011	171
Balance of Northeast township	Illinois	2012	171
Balance of Northeast township	Illinois	2013	171
Balance of Northeast township	Illinois	2014	170
Balance of Northeast township	Illinois	2015	170
Payson township	Illinois	2010	1795
Payson township	Illinois	2011	1796
Payson township	Illinois	2012	1790
Payson township	Illinois	2013	1789
Payson township	Illinois	2014	1779
Payson township	Illinois	2015	1778
Balance of Payson township	Illinois	2010	505
Balance of Payson township	Illinois	2011	505
Balance of Payson township	Illinois	2012	504
Balance of Payson township	Illinois	2013	505
Balance of Payson township	Illinois	2014	502
Balance of Payson township	Illinois	2015	503
Quincy township	Illinois	2010	40636
Quincy township	Illinois	2011	40683
Quincy township	Illinois	2012	40823
Quincy township	Illinois	2013	40780
Quincy township	Illinois	2014	40714
Quincy township	Illinois	2015	40744
Richfield township	Illinois	2010	411
Richfield township	Illinois	2011	411
Richfield township	Illinois	2012	410
Richfield township	Illinois	2013	411
Richfield township	Illinois	2014	409
Richfield township	Illinois	2015	409
Riverside township	Illinois	2010	2151
Riverside township	Illinois	2011	2152
Riverside township	Illinois	2012	2145
Riverside township	Illinois	2013	2145
Riverside township	Illinois	2014	2131
Riverside township	Illinois	2015	2129
Ursa township	Illinois	2010	1073
Ursa township	Illinois	2011	1073
Ursa township	Illinois	2012	1071
Ursa township	Illinois	2013	1072
Ursa township	Illinois	2014	1068
Ursa township	Illinois	2015	1069
Balance of Ursa township	Illinois	2010	447
Balance of Ursa township	Illinois	2011	447
Balance of Ursa township	Illinois	2012	446
Balance of Ursa township	Illinois	2013	447
Balance of Ursa township	Illinois	2014	445
Balance of Ursa township	Illinois	2015	445
Burgess township	Illinois	2010	2439
Burgess township	Illinois	2011	2439
Burgess township	Illinois	2012	2430
Burgess township	Illinois	2013	2411
Burgess township	Illinois	2014	2387
Burgess township	Illinois	2015	2355
Balance of Burgess township	Illinois	2010	1117
Balance of Burgess township	Illinois	2011	1117
Balance of Burgess township	Illinois	2012	1115
Balance of Burgess township	Illinois	2013	1107
Balance of Burgess township	Illinois	2014	1097
Balance of Burgess township	Illinois	2015	1085
Central township	Illinois	2010	8012
Central township	Illinois	2011	8013
Central township	Illinois	2012	7944
Central township	Illinois	2013	7851
Central township	Illinois	2014	7745
Central township	Illinois	2015	7675
Balance of Central township	Illinois	2010	981
Balance of Central township	Illinois	2011	981
Balance of Central township	Illinois	2012	980
Balance of Central township	Illinois	2013	975
Balance of Central township	Illinois	2014	969
Balance of Central township	Illinois	2015	958
Lagrange township	Illinois	2010	1169
Lagrange township	Illinois	2011	1172
Lagrange township	Illinois	2012	1169
Lagrange township	Illinois	2013	1163
Lagrange township	Illinois	2014	1155
Lagrange township	Illinois	2015	1142
Mills township	Illinois	2010	552
Mills township	Illinois	2011	552
Mills township	Illinois	2012	550
Mills township	Illinois	2013	546
Mills township	Illinois	2014	541
Mills township	Illinois	2015	535
Mulberry Grove township	Illinois	2010	1361
Mulberry Grove township	Illinois	2011	1361
Mulberry Grove township	Illinois	2012	1357
Mulberry Grove township	Illinois	2013	1344
Mulberry Grove township	Illinois	2014	1330
Mulberry Grove township	Illinois	2015	1313
Balance of Mulberry Grove township	Illinois	2010	727
Balance of Mulberry Grove township	Illinois	2011	727
Balance of Mulberry Grove township	Illinois	2012	727
Balance of Mulberry Grove township	Illinois	2013	721
Balance of Mulberry Grove township	Illinois	2014	715
Balance of Mulberry Grove township	Illinois	2015	707
Old Ripley township	Illinois	2010	868
Old Ripley township	Illinois	2011	868
Old Ripley township	Illinois	2012	867
Old Ripley township	Illinois	2013	861
Old Ripley township	Illinois	2014	853
Old Ripley township	Illinois	2015	844
Balance of Old Ripley township	Illinois	2010	760
Balance of Old Ripley township	Illinois	2011	760
Balance of Old Ripley township	Illinois	2012	759
Balance of Old Ripley township	Illinois	2013	754
Balance of Old Ripley township	Illinois	2014	747
Balance of Old Ripley township	Illinois	2015	739
Pleasant Mound township	Illinois	2010	1018
Pleasant Mound township	Illinois	2011	1018
Pleasant Mound township	Illinois	2012	1016
Pleasant Mound township	Illinois	2013	1009
Pleasant Mound township	Illinois	2014	1000
Pleasant Mound township	Illinois	2015	988
Balance of Pleasant Mound township	Illinois	2010	835
Balance of Pleasant Mound township	Illinois	2011	835
Balance of Pleasant Mound township	Illinois	2012	834
Balance of Pleasant Mound township	Illinois	2013	828
Balance of Pleasant Mound township	Illinois	2014	820
Balance of Pleasant Mound township	Illinois	2015	811
Shoal Creek township	Illinois	2010	1783
Shoal Creek township	Illinois	2011	1783
Shoal Creek township	Illinois	2012	1776
Shoal Creek township	Illinois	2013	1761
Shoal Creek township	Illinois	2014	1744
Shoal Creek township	Illinois	2015	1724
Balance of Shoal Creek township	Illinois	2010	1136
Balance of Shoal Creek township	Illinois	2011	1136
Balance of Shoal Creek township	Illinois	2012	1134
Balance of Shoal Creek township	Illinois	2013	1126
Balance of Shoal Creek township	Illinois	2014	1116
Balance of Shoal Creek township	Illinois	2015	1103
Tamalco township	Illinois	2010	566
Tamalco township	Illinois	2011	566
Tamalco township	Illinois	2012	564
Tamalco township	Illinois	2013	560
Tamalco township	Illinois	2014	555
Tamalco township	Illinois	2015	548
Balance of Tamalco township	Illinois	2010	350
Balance of Tamalco township	Illinois	2011	350
Balance of Tamalco township	Illinois	2012	349
Balance of Tamalco township	Illinois	2013	346
Balance of Tamalco township	Illinois	2014	343
Balance of Tamalco township	Illinois	2015	339
Belvidere township	Illinois	2010	30111
Belvidere township	Illinois	2011	30083
Belvidere township	Illinois	2012	30099
Belvidere township	Illinois	2013	29887
Belvidere township	Illinois	2014	29888
Belvidere township	Illinois	2015	29845
Balance of Belvidere township	Illinois	2010	6728
Balance of Belvidere township	Illinois	2011	6721
Balance of Belvidere township	Illinois	2012	6730
Balance of Belvidere township	Illinois	2013	6685
Balance of Belvidere township	Illinois	2014	6680
Balance of Belvidere township	Illinois	2015	6669
Bonus township	Illinois	2010	4340
Bonus township	Illinois	2011	4335
Bonus township	Illinois	2012	4340
Bonus township	Illinois	2013	4312
Bonus township	Illinois	2014	4311
Bonus township	Illinois	2015	4306
Balance of Bonus township	Illinois	2010	1784
Balance of Bonus township	Illinois	2011	1782
Balance of Bonus township	Illinois	2012	1784
Balance of Bonus township	Illinois	2013	1771
Balance of Bonus township	Illinois	2014	1768
Balance of Bonus township	Illinois	2015	1763
Boone township	Illinois	2010	1968
Boone township	Illinois	2011	1965
Boone township	Illinois	2012	1965
Boone township	Illinois	2013	1950
Boone township	Illinois	2014	1947
Boone township	Illinois	2015	1941
Balance of Boone township	Illinois	2010	592
Balance of Boone township	Illinois	2011	591
Balance of Boone township	Illinois	2012	592
Balance of Boone township	Illinois	2013	588
Balance of Boone township	Illinois	2014	588
Balance of Boone township	Illinois	2015	587
Caledonia township	Illinois	2010	7439
Caledonia township	Illinois	2011	7431
Caledonia township	Illinois	2012	7457
Caledonia township	Illinois	2013	7419
Caledonia township	Illinois	2014	7422
Caledonia township	Illinois	2015	7421
Balance of Caledonia township	Illinois	2010	4890
Balance of Caledonia township	Illinois	2011	4885
Balance of Caledonia township	Illinois	2012	4895
Balance of Caledonia township	Illinois	2013	4866
Balance of Caledonia township	Illinois	2014	4864
Balance of Caledonia township	Illinois	2015	4858
Flora township	Illinois	2010	2981
Flora township	Illinois	2011	2976
Flora township	Illinois	2012	2970
Flora township	Illinois	2013	2936
Flora township	Illinois	2014	2924
Flora township	Illinois	2015	2908
Balance of Flora township	Illinois	2010	1095
Balance of Flora township	Illinois	2011	1094
Balance of Flora township	Illinois	2012	1095
Balance of Flora township	Illinois	2013	1086
Balance of Flora township	Illinois	2014	1083
Balance of Flora township	Illinois	2015	1079
LeRoy township	Illinois	2010	485
LeRoy township	Illinois	2011	484
LeRoy township	Illinois	2012	485
LeRoy township	Illinois	2013	482
LeRoy township	Illinois	2014	482
LeRoy township	Illinois	2015	481
Manchester township	Illinois	2010	895
Manchester township	Illinois	2011	894
Manchester township	Illinois	2012	895
Manchester township	Illinois	2013	887
Manchester township	Illinois	2014	885
Manchester township	Illinois	2015	881
Poplar Grove township	Illinois	2010	5054
Poplar Grove township	Illinois	2011	5062
Poplar Grove township	Illinois	2012	5090
Poplar Grove township	Illinois	2013	5079
Poplar Grove township	Illinois	2014	5102
Poplar Grove township	Illinois	2015	5130
Balance of Poplar Grove township	Illinois	2010	1769
Balance of Poplar Grove township	Illinois	2011	1767
Balance of Poplar Grove township	Illinois	2012	1769
Balance of Poplar Grove township	Illinois	2013	1758
Balance of Poplar Grove township	Illinois	2014	1758
Balance of Poplar Grove township	Illinois	2015	1756
Spring township	Illinois	2010	894
Spring township	Illinois	2011	893
Spring township	Illinois	2012	894
Spring township	Illinois	2013	886
Spring township	Illinois	2014	883
Spring township	Illinois	2015	880
Balance of Spring township	Illinois	2010	894
Balance of Spring township	Illinois	2011	893
Balance of Spring township	Illinois	2012	894
Balance of Spring township	Illinois	2013	886
Balance of Spring township	Illinois	2014	883
Balance of Spring township	Illinois	2015	880
Buckhorn township	Illinois	2010	98
Buckhorn township	Illinois	2011	98
Buckhorn township	Illinois	2012	97
Buckhorn township	Illinois	2013	98
Buckhorn township	Illinois	2014	97
Buckhorn township	Illinois	2015	97
Cooperstown township	Illinois	2010	311
Cooperstown township	Illinois	2011	310
Cooperstown township	Illinois	2012	308
Cooperstown township	Illinois	2013	310
Cooperstown township	Illinois	2014	308
Cooperstown township	Illinois	2015	307
Elkhorn township	Illinois	2010	346
Elkhorn township	Illinois	2011	344
Elkhorn township	Illinois	2012	342
Elkhorn township	Illinois	2013	345
Elkhorn township	Illinois	2014	341
Elkhorn township	Illinois	2015	338
Lee township	Illinois	2010	326
Lee township	Illinois	2011	324
Lee township	Illinois	2012	323
Lee township	Illinois	2013	326
Lee township	Illinois	2014	323
Lee township	Illinois	2015	323
Balance of Lee township	Illinois	2010	204
Balance of Lee township	Illinois	2011	203
Balance of Lee township	Illinois	2012	202
Balance of Lee township	Illinois	2013	204
Balance of Lee township	Illinois	2014	202
Balance of Lee township	Illinois	2015	202
Missouri township	Illinois	2010	143
Missouri township	Illinois	2011	142
Missouri township	Illinois	2012	141
Missouri township	Illinois	2013	143
Missouri township	Illinois	2014	142
Missouri township	Illinois	2015	141
Mount Sterling township	Illinois	2010	4673
Mount Sterling township	Illinois	2011	4659
Mount Sterling township	Illinois	2012	4635
Mount Sterling township	Illinois	2013	4635
Mount Sterling township	Illinois	2014	4625
Mount Sterling township	Illinois	2015	4616
Balance of Mount Sterling township	Illinois	2010	2648
Balance of Mount Sterling township	Illinois	2011	2645
Balance of Mount Sterling township	Illinois	2012	2639
Balance of Mount Sterling township	Illinois	2013	2628
Balance of Mount Sterling township	Illinois	2014	2639
Balance of Mount Sterling township	Illinois	2015	2639
Pea Ridge township	Illinois	2010	188
Pea Ridge township	Illinois	2011	187
Pea Ridge township	Illinois	2012	186
Pea Ridge township	Illinois	2013	188
Pea Ridge township	Illinois	2014	186
Pea Ridge township	Illinois	2015	186
Ripley township	Illinois	2010	102
Ripley township	Illinois	2011	102
Ripley township	Illinois	2012	101
Ripley township	Illinois	2013	102
Ripley township	Illinois	2014	101
Ripley township	Illinois	2015	101
Balance of Ripley township	Illinois	2010	16
Balance of Ripley township	Illinois	2011	16
Balance of Ripley township	Illinois	2012	16
Balance of Ripley township	Illinois	2013	16
Balance of Ripley township	Illinois	2014	16
Balance of Ripley township	Illinois	2015	16
Versailles township	Illinois	2010	750
Versailles township	Illinois	2011	747
Versailles township	Illinois	2012	740
Versailles township	Illinois	2013	744
Versailles township	Illinois	2014	736
Versailles township	Illinois	2015	734
Balance of Versailles township	Illinois	2010	272
Balance of Versailles township	Illinois	2011	271
Balance of Versailles township	Illinois	2012	269
Balance of Versailles township	Illinois	2013	271
Balance of Versailles township	Illinois	2014	269
Balance of Versailles township	Illinois	2015	269
Arispie township	Illinois	2010	776
Arispie township	Illinois	2011	774
Arispie township	Illinois	2012	767
Arispie township	Illinois	2013	759
Arispie township	Illinois	2014	752
Arispie township	Illinois	2015	746
Balance of Arispie township	Illinois	2010	362
Balance of Arispie township	Illinois	2011	361
Balance of Arispie township	Illinois	2012	359
Balance of Arispie township	Illinois	2013	356
Balance of Arispie township	Illinois	2014	354
Balance of Arispie township	Illinois	2015	352
Berlin township	Illinois	2010	746
Berlin township	Illinois	2011	744
Berlin township	Illinois	2012	740
Berlin township	Illinois	2013	734
Berlin township	Illinois	2014	730
Berlin township	Illinois	2015	726
Balance of Berlin township	Illinois	2010	376
Balance of Berlin township	Illinois	2011	375
Balance of Berlin township	Illinois	2012	373
Balance of Berlin township	Illinois	2013	370
Balance of Berlin township	Illinois	2014	368
Balance of Berlin township	Illinois	2015	366
Bureau township	Illinois	2010	247
Bureau township	Illinois	2011	247
Bureau township	Illinois	2012	245
Bureau township	Illinois	2013	243
Bureau township	Illinois	2014	241
Bureau township	Illinois	2015	240
Clarion township	Illinois	2010	421
Clarion township	Illinois	2011	420
Clarion township	Illinois	2012	417
Clarion township	Illinois	2013	414
Clarion township	Illinois	2014	411
Clarion township	Illinois	2015	410
Balance of Clarion township	Illinois	2010	421
Balance of Clarion township	Illinois	2011	420
Balance of Clarion township	Illinois	2012	417
Balance of Clarion township	Illinois	2013	414
Balance of Clarion township	Illinois	2014	411
Balance of Clarion township	Illinois	2015	410
Concord township	Illinois	2010	1644
Concord township	Illinois	2011	1642
Concord township	Illinois	2012	1630
Concord township	Illinois	2013	1617
Concord township	Illinois	2014	1607
Concord township	Illinois	2015	1599
Balance of Concord township	Illinois	2010	243
Balance of Concord township	Illinois	2011	243
Balance of Concord township	Illinois	2012	241
Balance of Concord township	Illinois	2013	239
Balance of Concord township	Illinois	2014	237
Balance of Concord township	Illinois	2015	237
Dover township	Illinois	2010	550
Dover township	Illinois	2011	549
Dover township	Illinois	2012	546
Dover township	Illinois	2013	541
Dover township	Illinois	2014	537
Dover township	Illinois	2015	536
Balance of Dover township	Illinois	2010	384
Balance of Dover township	Illinois	2011	383
Balance of Dover township	Illinois	2012	381
Balance of Dover township	Illinois	2013	378
Balance of Dover township	Illinois	2014	375
Balance of Dover township	Illinois	2015	374
Fairfield township	Illinois	2010	375
Fairfield township	Illinois	2011	374
Fairfield township	Illinois	2012	372
Fairfield township	Illinois	2013	369
Fairfield township	Illinois	2014	367
Fairfield township	Illinois	2015	365
Gold township	Illinois	2010	180
Gold township	Illinois	2011	180
Gold township	Illinois	2012	178
Gold township	Illinois	2013	177
Gold township	Illinois	2014	176
Gold township	Illinois	2015	175
Greenville township	Illinois	2010	366
Greenville township	Illinois	2011	365
Greenville township	Illinois	2012	362
Greenville township	Illinois	2013	360
Greenville township	Illinois	2014	357
Greenville township	Illinois	2015	356
Balance of Greenville township	Illinois	2010	291
Balance of Greenville township	Illinois	2011	290
Balance of Greenville township	Illinois	2012	288
Balance of Greenville township	Illinois	2013	286
Balance of Greenville township	Illinois	2014	284
Balance of Greenville township	Illinois	2015	283
Hall township	Illinois	2010	8300
Hall township	Illinois	2011	8285
Hall township	Illinois	2012	8217
Hall township	Illinois	2013	8136
Hall township	Illinois	2014	8074
Hall township	Illinois	2015	8029
Balance of Hall township	Illinois	2010	443
Balance of Hall township	Illinois	2011	442
Balance of Hall township	Illinois	2012	439
Balance of Hall township	Illinois	2013	436
Balance of Hall township	Illinois	2014	433
Balance of Hall township	Illinois	2015	431
Indiantown township	Illinois	2010	711
Indiantown township	Illinois	2011	709
Indiantown township	Illinois	2012	704
Indiantown township	Illinois	2013	699
Indiantown township	Illinois	2014	695
Indiantown township	Illinois	2015	692
Balance of Indiantown township	Illinois	2010	296
Balance of Indiantown township	Illinois	2011	295
Balance of Indiantown township	Illinois	2012	293
Balance of Indiantown township	Illinois	2013	291
Balance of Indiantown township	Illinois	2014	289
Balance of Indiantown township	Illinois	2015	288
La Moille township	Illinois	2010	1122
La Moille township	Illinois	2011	1120
La Moille township	Illinois	2012	1113
La Moille township	Illinois	2013	1103
La Moille township	Illinois	2014	1097
La Moille township	Illinois	2015	1092
Balance of La Moille township	Illinois	2010	396
Balance of La Moille township	Illinois	2011	395
Balance of La Moille township	Illinois	2012	393
Balance of La Moille township	Illinois	2013	389
Balance of La Moille township	Illinois	2014	387
Balance of La Moille township	Illinois	2015	385
Leepertown township	Illinois	2010	364
Leepertown township	Illinois	2011	363
Leepertown township	Illinois	2012	361
Leepertown township	Illinois	2013	358
Leepertown township	Illinois	2014	356
Leepertown township	Illinois	2015	354
Balance of Leepertown township	Illinois	2010	43
Balance of Leepertown township	Illinois	2011	43
Balance of Leepertown township	Illinois	2012	43
Balance of Leepertown township	Illinois	2013	42
Balance of Leepertown township	Illinois	2014	42
Balance of Leepertown township	Illinois	2015	42
Macon township	Illinois	2010	208
Macon township	Illinois	2011	208
Macon township	Illinois	2012	206
Macon township	Illinois	2013	205
Macon township	Illinois	2014	203
Macon township	Illinois	2015	202
Manlius township	Illinois	2010	653
Manlius township	Illinois	2011	651
Manlius township	Illinois	2012	647
Manlius township	Illinois	2013	642
Manlius township	Illinois	2014	638
Manlius township	Illinois	2015	635
Balance of Manlius township	Illinois	2010	294
Balance of Manlius township	Illinois	2011	293
Balance of Manlius township	Illinois	2012	291
Balance of Manlius township	Illinois	2013	289
Balance of Manlius township	Illinois	2014	287
Balance of Manlius township	Illinois	2015	286
Milo township	Illinois	2010	207
Milo township	Illinois	2011	207
Milo township	Illinois	2012	205
Milo township	Illinois	2013	204
Milo township	Illinois	2014	202
Milo township	Illinois	2015	201
Mineral township	Illinois	2010	484
Mineral township	Illinois	2011	484
Mineral township	Illinois	2012	479
Mineral township	Illinois	2013	476
Mineral township	Illinois	2014	474
Mineral township	Illinois	2015	471
Balance of Mineral township	Illinois	2010	180
Balance of Mineral township	Illinois	2011	180
Balance of Mineral township	Illinois	2012	178
Balance of Mineral township	Illinois	2013	177
Balance of Mineral township	Illinois	2014	176
Balance of Mineral township	Illinois	2015	175
Neponset township	Illinois	2010	742
Neponset township	Illinois	2011	741
Neponset township	Illinois	2012	734
Neponset township	Illinois	2013	725
Neponset township	Illinois	2014	719
Neponset township	Illinois	2015	714
Balance of Neponset township	Illinois	2010	269
Balance of Neponset township	Illinois	2011	269
Balance of Neponset township	Illinois	2012	267
Balance of Neponset township	Illinois	2013	264
Balance of Neponset township	Illinois	2014	263
Balance of Neponset township	Illinois	2015	262
Ohio township	Illinois	2010	823
Ohio township	Illinois	2011	821
Ohio township	Illinois	2012	816
Ohio township	Illinois	2013	809
Ohio township	Illinois	2014	804
Ohio township	Illinois	2015	801
Balance of Ohio township	Illinois	2010	310
Balance of Ohio township	Illinois	2011	309
Balance of Ohio township	Illinois	2012	307
Balance of Ohio township	Illinois	2013	305
Balance of Ohio township	Illinois	2014	303
Balance of Ohio township	Illinois	2015	302
Princeton township	Illinois	2010	9331
Princeton township	Illinois	2011	9320
Princeton township	Illinois	2012	9249
Princeton township	Illinois	2013	9167
Princeton township	Illinois	2014	9099
Princeton township	Illinois	2015	9049
Balance of Princeton township	Illinois	2010	1427
Balance of Princeton township	Illinois	2011	1425
Balance of Princeton township	Illinois	2012	1415
Balance of Princeton township	Illinois	2013	1403
Balance of Princeton township	Illinois	2014	1395
Balance of Princeton township	Illinois	2015	1387
Selby township	Illinois	2010	2536
Selby township	Illinois	2011	2532
Selby township	Illinois	2012	2509
Selby township	Illinois	2013	2483
Selby township	Illinois	2014	2463
Selby township	Illinois	2015	2447
Balance of Selby township	Illinois	2010	592
Balance of Selby township	Illinois	2011	591
Balance of Selby township	Illinois	2012	587
Balance of Selby township	Illinois	2013	582
Balance of Selby township	Illinois	2014	579
Balance of Selby township	Illinois	2015	576
Walnut township	Illinois	2010	1752
Walnut township	Illinois	2011	1749
Walnut township	Illinois	2012	1735
Walnut township	Illinois	2013	1717
Walnut township	Illinois	2014	1702
Walnut township	Illinois	2015	1691
Balance of Walnut township	Illinois	2010	336
Balance of Walnut township	Illinois	2011	335
Balance of Walnut township	Illinois	2012	333
Balance of Walnut township	Illinois	2013	330
Balance of Walnut township	Illinois	2014	328
Balance of Walnut township	Illinois	2015	327
Westfield township	Illinois	2010	941
Westfield township	Illinois	2011	940
Westfield township	Illinois	2012	933
Westfield township	Illinois	2013	926
Westfield township	Illinois	2014	920
Westfield township	Illinois	2015	916
Balance of Westfield township	Illinois	2010	266
Balance of Westfield township	Illinois	2011	266
Balance of Westfield township	Illinois	2012	264
Balance of Westfield township	Illinois	2013	262
Balance of Westfield township	Illinois	2014	260
Balance of Westfield township	Illinois	2015	259
Wheatland township	Illinois	2010	135
Wheatland township	Illinois	2011	135
Wheatland township	Illinois	2012	134
Wheatland township	Illinois	2013	133
Wheatland township	Illinois	2014	132
Wheatland township	Illinois	2015	131
Wyanet township	Illinois	2010	1364
Wyanet township	Illinois	2011	1361
Wyanet township	Illinois	2012	1352
Wyanet township	Illinois	2013	1343
Wyanet township	Illinois	2014	1335
Wyanet township	Illinois	2015	1328
Balance of Wyanet township	Illinois	2010	373
Balance of Wyanet township	Illinois	2011	372
Balance of Wyanet township	Illinois	2012	370
Balance of Wyanet township	Illinois	2013	368
Balance of Wyanet township	Illinois	2014	366
Balance of Wyanet township	Illinois	2015	364
Cherry Grove-Shannon township	Illinois	2010	1485
Cherry Grove-Shannon township	Illinois	2011	1485
Cherry Grove-Shannon township	Illinois	2012	1469
Cherry Grove-Shannon township	Illinois	2013	1455
Cherry Grove-Shannon township	Illinois	2014	1444
Cherry Grove-Shannon township	Illinois	2015	1431
Balance of Cherry Grove-Shannon township	Illinois	2010	728
Balance of Cherry Grove-Shannon township	Illinois	2011	728
Balance of Cherry Grove-Shannon township	Illinois	2012	722
Balance of Cherry Grove-Shannon township	Illinois	2013	717
Balance of Cherry Grove-Shannon township	Illinois	2014	713
