City	State	Year	Est. Population
Juneau city and borough	Alaska	2010	31275
Juneau city and borough	Alaska	2011	31388
Juneau city and borough	Alaska	2012	32186
Juneau city and borough	Alaska	2013	32443
Juneau city and borough	Alaska	2014	32645
Juneau city and borough	Alaska	2015	32625
Sitka city and borough	Alaska	2010	8881
Sitka city and borough	Alaska	2011	8898
Sitka city and borough	Alaska	2012	8914
Sitka city and borough	Alaska	2013	9054
Sitka city and borough	Alaska	2014	9003
Sitka city and borough	Alaska	2015	8881
Wrangell city and borough	Alaska	2010	2365
Wrangell city and borough	Alaska	2011	2370
Wrangell city and borough	Alaska	2012	2385
Wrangell city and borough	Alaska	2013	2401
Wrangell city and borough	Alaska	2014	2408
Wrangell city and borough	Alaska	2015	2360
Juneau city and borough	Alaska	2010	31275
Juneau city and borough	Alaska	2011	31388
Juneau city and borough	Alaska	2012	32186
Juneau city and borough	Alaska	2013	32443
Juneau city and borough	Alaska	2014	32645
Juneau city and borough	Alaska	2015	32625
Sitka city and borough	Alaska	2010	8881
Sitka city and borough	Alaska	2011	8898
Sitka city and borough	Alaska	2012	8914
Sitka city and borough	Alaska	2013	9054
Sitka city and borough	Alaska	2014	9003
Sitka city and borough	Alaska	2015	8881
Wrangell city and borough	Alaska	2010	2365
Wrangell city and borough	Alaska	2011	2370
Wrangell city and borough	Alaska	2012	2385
Wrangell city and borough	Alaska	2013	2401
Wrangell city and borough	Alaska	2014	2408
Wrangell city and borough	Alaska	2015	2360
Bantam borough	Connecticut	2010	759
Bantam borough	Connecticut	2011	758
Bantam borough	Connecticut	2012	755
Bantam borough	Connecticut	2013	750
Bantam borough	Connecticut	2014	747
Bantam borough	Connecticut	2015	740
Danielson borough	Connecticut	2010	4051
Danielson borough	Connecticut	2011	4052
Danielson borough	Connecticut	2012	4049
Danielson borough	Connecticut	2013	4026
Danielson borough	Connecticut	2014	4018
Danielson borough	Connecticut	2015	3997
Fenwick borough	Connecticut	2010	43
Fenwick borough	Connecticut	2011	43
Fenwick borough	Connecticut	2012	43
Fenwick borough	Connecticut	2013	43
Fenwick borough	Connecticut	2014	43
Fenwick borough	Connecticut	2015	44
Groton Long Point borough	Connecticut	2010	518
Groton Long Point borough	Connecticut	2011	519
Groton Long Point borough	Connecticut	2012	518
Groton Long Point borough	Connecticut	2013	519
Groton Long Point borough	Connecticut	2014	516
Groton Long Point borough	Connecticut	2015	516
Jewett City borough	Connecticut	2010	3487
Jewett City borough	Connecticut	2011	3488
Jewett City borough	Connecticut	2012	3484
Jewett City borough	Connecticut	2013	3493
Jewett City borough	Connecticut	2014	3477
Jewett City borough	Connecticut	2015	3463
Litchfield borough	Connecticut	2010	1258
Litchfield borough	Connecticut	2011	1257
Litchfield borough	Connecticut	2012	1245
Litchfield borough	Connecticut	2013	1238
Litchfield borough	Connecticut	2014	1236
Litchfield borough	Connecticut	2015	1223
Naugatuck borough	Connecticut	2010	31884
Naugatuck borough	Connecticut	2011	31887
Naugatuck borough	Connecticut	2012	31835
Naugatuck borough	Connecticut	2013	31808
Naugatuck borough	Connecticut	2014	31753
Naugatuck borough	Connecticut	2015	31657
Newtown borough	Connecticut	2010	1934
Newtown borough	Connecticut	2011	1938
Newtown borough	Connecticut	2012	1954
Newtown borough	Connecticut	2013	1966
Newtown borough	Connecticut	2014	1969
Newtown borough	Connecticut	2015	1969
Stonington borough	Connecticut	2010	929
Stonington borough	Connecticut	2011	927
Stonington borough	Connecticut	2012	924
Stonington borough	Connecticut	2013	927
Stonington borough	Connecticut	2014	922
Stonington borough	Connecticut	2015	916
Woodmont borough	Connecticut	2010	1488
Woodmont borough	Connecticut	2011	1489
Woodmont borough	Connecticut	2012	1490
Woodmont borough	Connecticut	2013	1492
Woodmont borough	Connecticut	2014	1496
Woodmont borough	Connecticut	2015	1501
Woodmont borough	Connecticut	2010	1488
Woodmont borough	Connecticut	2011	1489
Woodmont borough	Connecticut	2012	1490
Woodmont borough	Connecticut	2013	1492
Woodmont borough	Connecticut	2014	1496
Woodmont borough	Connecticut	2015	1501
Newtown borough	Connecticut	2010	1934
Newtown borough	Connecticut	2011	1938
Newtown borough	Connecticut	2012	1954
Newtown borough	Connecticut	2013	1966
Newtown borough	Connecticut	2014	1969
Newtown borough	Connecticut	2015	1969
Newtown borough	Connecticut	2010	1934
Newtown borough	Connecticut	2011	1938
Newtown borough	Connecticut	2012	1954
Newtown borough	Connecticut	2013	1966
Newtown borough	Connecticut	2014	1969
Newtown borough	Connecticut	2015	1969
Bantam borough	Connecticut	2010	759
Bantam borough	Connecticut	2011	758
Bantam borough	Connecticut	2012	755
Bantam borough	Connecticut	2013	750
Bantam borough	Connecticut	2014	747
Bantam borough	Connecticut	2015	740
Litchfield borough	Connecticut	2010	1258
Litchfield borough	Connecticut	2011	1257
Litchfield borough	Connecticut	2012	1245
Litchfield borough	Connecticut	2013	1238
Litchfield borough	Connecticut	2014	1236
Litchfield borough	Connecticut	2015	1223
Bantam borough	Connecticut	2010	759
Bantam borough	Connecticut	2011	758
Bantam borough	Connecticut	2012	755
Bantam borough	Connecticut	2013	750
Bantam borough	Connecticut	2014	747
Bantam borough	Connecticut	2015	740
Litchfield borough	Connecticut	2010	1258
Litchfield borough	Connecticut	2011	1257
Litchfield borough	Connecticut	2012	1245
Litchfield borough	Connecticut	2013	1238
Litchfield borough	Connecticut	2014	1236
Litchfield borough	Connecticut	2015	1223
Fenwick borough	Connecticut	2010	43
Fenwick borough	Connecticut	2011	43
Fenwick borough	Connecticut	2012	43
Fenwick borough	Connecticut	2013	43
Fenwick borough	Connecticut	2014	43
Fenwick borough	Connecticut	2015	44
Fenwick borough	Connecticut	2010	43
Fenwick borough	Connecticut	2011	43
Fenwick borough	Connecticut	2012	43
Fenwick borough	Connecticut	2013	43
Fenwick borough	Connecticut	2014	43
Fenwick borough	Connecticut	2015	44
Naugatuck borough	Connecticut	2010	31884
Naugatuck borough	Connecticut	2011	31887
Naugatuck borough	Connecticut	2012	31835
Naugatuck borough	Connecticut	2013	31808
Naugatuck borough	Connecticut	2014	31753
Naugatuck borough	Connecticut	2015	31657
Woodmont borough	Connecticut	2010	1488
Woodmont borough	Connecticut	2011	1489
Woodmont borough	Connecticut	2012	1490
Woodmont borough	Connecticut	2013	1492
Woodmont borough	Connecticut	2014	1496
Woodmont borough	Connecticut	2015	1501
Woodmont borough	Connecticut	2010	1488
Woodmont borough	Connecticut	2011	1489
Woodmont borough	Connecticut	2012	1490
Woodmont borough	Connecticut	2013	1492
Woodmont borough	Connecticut	2014	1496
Woodmont borough	Connecticut	2015	1501
Naugatuck borough	Connecticut	2010	31884
Naugatuck borough	Connecticut	2011	31887
Naugatuck borough	Connecticut	2012	31835
Naugatuck borough	Connecticut	2013	31808
Naugatuck borough	Connecticut	2014	31753
Naugatuck borough	Connecticut	2015	31657
Groton Long Point borough	Connecticut	2010	518
Groton Long Point borough	Connecticut	2011	519
Groton Long Point borough	Connecticut	2012	518
Groton Long Point borough	Connecticut	2013	519
Groton Long Point borough	Connecticut	2014	516
Groton Long Point borough	Connecticut	2015	516
Jewett City borough	Connecticut	2010	3487
Jewett City borough	Connecticut	2011	3488
Jewett City borough	Connecticut	2012	3484
Jewett City borough	Connecticut	2013	3493
Jewett City borough	Connecticut	2014	3477
Jewett City borough	Connecticut	2015	3463
Stonington borough	Connecticut	2010	929
Stonington borough	Connecticut	2011	927
Stonington borough	Connecticut	2012	924
Stonington borough	Connecticut	2013	927
Stonington borough	Connecticut	2014	922
Stonington borough	Connecticut	2015	916
Jewett City borough	Connecticut	2010	3487
Jewett City borough	Connecticut	2011	3488
Jewett City borough	Connecticut	2012	3484
Jewett City borough	Connecticut	2013	3493
Jewett City borough	Connecticut	2014	3477
Jewett City borough	Connecticut	2015	3463
Groton Long Point borough	Connecticut	2010	518
Groton Long Point borough	Connecticut	2011	519
Groton Long Point borough	Connecticut	2012	518
Groton Long Point borough	Connecticut	2013	519
Groton Long Point borough	Connecticut	2014	516
Groton Long Point borough	Connecticut	2015	516
Stonington borough	Connecticut	2010	929
Stonington borough	Connecticut	2011	927
Stonington borough	Connecticut	2012	924
Stonington borough	Connecticut	2013	927
Stonington borough	Connecticut	2014	922
Stonington borough	Connecticut	2015	916
Danielson borough	Connecticut	2010	4051
Danielson borough	Connecticut	2011	4052
Danielson borough	Connecticut	2012	4049
Danielson borough	Connecticut	2013	4026
Danielson borough	Connecticut	2014	4018
Danielson borough	Connecticut	2015	3997
Danielson borough	Connecticut	2010	4051
Danielson borough	Connecticut	2011	4052
Danielson borough	Connecticut	2012	4049
Danielson borough	Connecticut	2013	4026
Danielson borough	Connecticut	2014	4018
Danielson borough	Connecticut	2015	3997
Allendale borough	New Jersey	2010	6505
Allendale borough	New Jersey	2011	6519
Allendale borough	New Jersey	2012	6600
Allendale borough	New Jersey	2013	6652
Allendale borough	New Jersey	2014	6731
Allendale borough	New Jersey	2015	6779
Allenhurst borough	New Jersey	2010	496
Allenhurst borough	New Jersey	2011	496
Allenhurst borough	New Jersey	2012	496
Allenhurst borough	New Jersey	2013	496
Allenhurst borough	New Jersey	2014	495
Allenhurst borough	New Jersey	2015	494
Allentown borough	New Jersey	2010	1828
Allentown borough	New Jersey	2011	1828
Allentown borough	New Jersey	2012	1834
Allentown borough	New Jersey	2013	1830
Allentown borough	New Jersey	2014	1828
Allentown borough	New Jersey	2015	1823
Alpha borough	New Jersey	2010	2369
Alpha borough	New Jersey	2011	2365
Alpha borough	New Jersey	2012	2349
Alpha borough	New Jersey	2013	2328
Alpha borough	New Jersey	2014	2307
Alpha borough	New Jersey	2015	2306
Alpine borough	New Jersey	2010	1859
Alpine borough	New Jersey	2011	1862
Alpine borough	New Jersey	2012	1876
Alpine borough	New Jersey	2013	1905
Alpine borough	New Jersey	2014	1915
Alpine borough	New Jersey	2015	1910
Andover borough	New Jersey	2010	606
Andover borough	New Jersey	2011	606
Andover borough	New Jersey	2012	602
Andover borough	New Jersey	2013	597
Andover borough	New Jersey	2014	591
Andover borough	New Jersey	2015	586
Atlantic Highlands borough	New Jersey	2010	4382
Atlantic Highlands borough	New Jersey	2011	4381
Atlantic Highlands borough	New Jersey	2012	4370
Atlantic Highlands borough	New Jersey	2013	4361
Atlantic Highlands borough	New Jersey	2014	4355
Atlantic Highlands borough	New Jersey	2015	4337
Audubon borough	New Jersey	2010	8819
Audubon borough	New Jersey	2011	8815
Audubon borough	New Jersey	2012	8803
Audubon borough	New Jersey	2013	8788
Audubon borough	New Jersey	2014	8749
Audubon borough	New Jersey	2015	8728
Audubon Park borough	New Jersey	2010	1023
Audubon Park borough	New Jersey	2011	1023
Audubon Park borough	New Jersey	2012	1021
Audubon Park borough	New Jersey	2013	1020
Audubon Park borough	New Jersey	2014	1015
Audubon Park borough	New Jersey	2015	1012
Avalon borough	New Jersey	2010	1334
Avalon borough	New Jersey	2011	1336
Avalon borough	New Jersey	2012	1324
Avalon borough	New Jersey	2013	1319
Avalon borough	New Jersey	2014	1307
Avalon borough	New Jersey	2015	1294
Avon-by-the-Sea borough	New Jersey	2010	1901
Avon-by-the-Sea borough	New Jersey	2011	1900
Avon-by-the-Sea borough	New Jersey	2012	1919
Avon-by-the-Sea borough	New Jersey	2013	1920
Avon-by-the-Sea borough	New Jersey	2014	1913
Avon-by-the-Sea borough	New Jersey	2015	1801
Barnegat Light borough	New Jersey	2010	574
Barnegat Light borough	New Jersey	2011	574
Barnegat Light borough	New Jersey	2012	570
Barnegat Light borough	New Jersey	2013	571
Barnegat Light borough	New Jersey	2014	570
Barnegat Light borough	New Jersey	2015	573
Barrington borough	New Jersey	2010	6980
Barrington borough	New Jersey	2011	6975
Barrington borough	New Jersey	2012	6932
Barrington borough	New Jersey	2013	6898
Barrington borough	New Jersey	2014	6850
Barrington borough	New Jersey	2015	6827
Bay Head borough	New Jersey	2010	968
Bay Head borough	New Jersey	2011	968
Bay Head borough	New Jersey	2012	970
Bay Head borough	New Jersey	2013	966
Bay Head borough	New Jersey	2014	965
Bay Head borough	New Jersey	2015	971
Beach Haven borough	New Jersey	2010	1173
Beach Haven borough	New Jersey	2011	1175
Beach Haven borough	New Jersey	2012	1173
Beach Haven borough	New Jersey	2013	1171
Beach Haven borough	New Jersey	2014	1169
Beach Haven borough	New Jersey	2015	1171
Beachwood borough	New Jersey	2010	11045
Beachwood borough	New Jersey	2011	11056
Beachwood borough	New Jersey	2012	11060
Beachwood borough	New Jersey	2013	11038
Beachwood borough	New Jersey	2014	11109
Beachwood borough	New Jersey	2015	11203
Bellmawr borough	New Jersey	2010	11583
Bellmawr borough	New Jersey	2011	11585
Bellmawr borough	New Jersey	2012	11575
Bellmawr borough	New Jersey	2013	11557
Bellmawr borough	New Jersey	2014	11503
Bellmawr borough	New Jersey	2015	11469
Belmar borough	New Jersey	2010	5794
Belmar borough	New Jersey	2011	5801
Belmar borough	New Jersey	2012	5778
Belmar borough	New Jersey	2013	5764
Belmar borough	New Jersey	2014	5747
Belmar borough	New Jersey	2015	5719
Bergenfield borough	New Jersey	2010	26764
Bergenfield borough	New Jersey	2011	26810
Bergenfield borough	New Jersey	2012	27022
Bergenfield borough	New Jersey	2013	27231
Bergenfield borough	New Jersey	2014	27380
Bergenfield borough	New Jersey	2015	27503
Berlin borough	New Jersey	2010	7588
Berlin borough	New Jersey	2011	7630
Berlin borough	New Jersey	2012	7638
Berlin borough	New Jersey	2013	7647
Berlin borough	New Jersey	2014	7617
Berlin borough	New Jersey	2015	7599
Bernardsville borough	New Jersey	2010	7717
Bernardsville borough	New Jersey	2011	7728
Bernardsville borough	New Jersey	2012	7761
Bernardsville borough	New Jersey	2013	7777
Bernardsville borough	New Jersey	2014	7784
Bernardsville borough	New Jersey	2015	7798
Bloomingdale borough	New Jersey	2010	7656
Bloomingdale borough	New Jersey	2011	7663
Bloomingdale borough	New Jersey	2012	7713
Bloomingdale borough	New Jersey	2013	7722
Bloomingdale borough	New Jersey	2014	7746
Bloomingdale borough	New Jersey	2015	8203
Bloomsbury borough	New Jersey	2010	870
Bloomsbury borough	New Jersey	2011	870
Bloomsbury borough	New Jersey	2012	864
Bloomsbury borough	New Jersey	2013	858
Bloomsbury borough	New Jersey	2014	854
Bloomsbury borough	New Jersey	2015	852
Bogota borough	New Jersey	2010	8187
Bogota borough	New Jersey	2011	8202
Bogota borough	New Jersey	2012	8263
Bogota borough	New Jersey	2013	8273
Bogota borough	New Jersey	2014	8318
Bogota borough	New Jersey	2015	8357
Bound Brook borough	New Jersey	2010	10402
Bound Brook borough	New Jersey	2011	10417
Bound Brook borough	New Jersey	2012	10475
Bound Brook borough	New Jersey	2013	10514
Bound Brook borough	New Jersey	2014	10530
Bound Brook borough	New Jersey	2015	10527
Bradley Beach borough	New Jersey	2010	4298
Bradley Beach borough	New Jersey	2011	4304
Bradley Beach borough	New Jersey	2012	4300
Bradley Beach borough	New Jersey	2013	4294
Bradley Beach borough	New Jersey	2014	4291
Bradley Beach borough	New Jersey	2015	4282
Branchville borough	New Jersey	2010	841
Branchville borough	New Jersey	2011	840
Branchville borough	New Jersey	2012	835
Branchville borough	New Jersey	2013	828
Branchville borough	New Jersey	2014	820
Branchville borough	New Jersey	2015	812
Brielle borough	New Jersey	2010	4774
Brielle borough	New Jersey	2011	4777
Brielle borough	New Jersey	2012	4777
Brielle borough	New Jersey	2013	4790
Brielle borough	New Jersey	2014	4777
Brielle borough	New Jersey	2015	4774
Brooklawn borough	New Jersey	2010	1955
Brooklawn borough	New Jersey	2011	1954
Brooklawn borough	New Jersey	2012	1951
Brooklawn borough	New Jersey	2013	1949
Brooklawn borough	New Jersey	2014	1939
Brooklawn borough	New Jersey	2015	1934
Buena borough	New Jersey	2010	4603
Buena borough	New Jersey	2011	4606
Buena borough	New Jersey	2012	4597
Buena borough	New Jersey	2013	4594
Buena borough	New Jersey	2014	4580
Buena borough	New Jersey	2015	4557
Butler borough	New Jersey	2010	7539
Butler borough	New Jersey	2011	7556
Butler borough	New Jersey	2012	7609
Butler borough	New Jersey	2013	7629
Butler borough	New Jersey	2014	7661
Butler borough	New Jersey	2015	7688
Caldwell borough	New Jersey	2010	7817
Caldwell borough	New Jersey	2011	7823
Caldwell borough	New Jersey	2012	7874
Caldwell borough	New Jersey	2013	7869
Caldwell borough	New Jersey	2014	7888
Caldwell borough	New Jersey	2015	7917
Califon borough	New Jersey	2010	1076
Califon borough	New Jersey	2011	1076
Califon borough	New Jersey	2012	1097
Califon borough	New Jersey	2013	1088
Califon borough	New Jersey	2014	1085
Califon borough	New Jersey	2015	1079
Cape May Point borough	New Jersey	2010	291
Cape May Point borough	New Jersey	2011	291
Cape May Point borough	New Jersey	2012	289
Cape May Point borough	New Jersey	2013	288
Cape May Point borough	New Jersey	2014	283
Cape May Point borough	New Jersey	2015	282
Carlstadt borough	New Jersey	2010	6127
Carlstadt borough	New Jersey	2011	6133
Carlstadt borough	New Jersey	2012	6177
Carlstadt borough	New Jersey	2013	6201
Carlstadt borough	New Jersey	2014	6232
Carlstadt borough	New Jersey	2015	6252
Carteret borough	New Jersey	2010	22844
Carteret borough	New Jersey	2011	22874
Carteret borough	New Jersey	2012	23663
Carteret borough	New Jersey	2013	23870
Carteret borough	New Jersey	2014	23983
Carteret borough	New Jersey	2015	24124
Chatham borough	New Jersey	2010	8954
Chatham borough	New Jersey	2011	8960
Chatham borough	New Jersey	2012	8996
Chatham borough	New Jersey	2013	9004
Chatham borough	New Jersey	2014	9026
Chatham borough	New Jersey	2015	9020
Chesilhurst borough	New Jersey	2010	1634
Chesilhurst borough	New Jersey	2011	1636
Chesilhurst borough	New Jersey	2012	1633
Chesilhurst borough	New Jersey	2013	1634
Chesilhurst borough	New Jersey	2014	1632
Chesilhurst borough	New Jersey	2015	1629
Chester borough	New Jersey	2010	1649
Chester borough	New Jersey	2011	1650
Chester borough	New Jersey	2012	1663
Chester borough	New Jersey	2013	1666
Chester borough	New Jersey	2014	1672
Chester borough	New Jersey	2015	1675
Clayton borough	New Jersey	2010	8183
Clayton borough	New Jersey	2011	8185
Clayton borough	New Jersey	2012	8210
Clayton borough	New Jersey	2013	8215
Clayton borough	New Jersey	2014	8220
Clayton borough	New Jersey	2015	8360
Clementon borough	New Jersey	2010	5000
Clementon borough	New Jersey	2011	4994
Clementon borough	New Jersey	2012	4985
Clementon borough	New Jersey	2013	4986
Clementon borough	New Jersey	2014	4965
Clementon borough	New Jersey	2015	4950
Cliffside Park borough	New Jersey	2010	23596
Cliffside Park borough	New Jersey	2011	23663
Cliffside Park borough	New Jersey	2012	23838
Cliffside Park borough	New Jersey	2013	24451
Cliffside Park borough	New Jersey	2014	24591
Cliffside Park borough	New Jersey	2015	24698
Closter borough	New Jersey	2010	8373
Closter borough	New Jersey	2011	8388
Closter borough	New Jersey	2012	8453
Closter borough	New Jersey	2013	8540
Closter borough	New Jersey	2014	8598
Closter borough	New Jersey	2015	8635
Collingswood borough	New Jersey	2010	13933
Collingswood borough	New Jersey	2011	13929
Collingswood borough	New Jersey	2012	13906
Collingswood borough	New Jersey	2013	13894
Collingswood borough	New Jersey	2014	13899
Collingswood borough	New Jersey	2015	13862
Cresskill borough	New Jersey	2010	8559
Cresskill borough	New Jersey	2011	8577
Cresskill borough	New Jersey	2012	8641
Cresskill borough	New Jersey	2013	8681
Cresskill borough	New Jersey	2014	8737
Cresskill borough	New Jersey	2015	8772
Deal borough	New Jersey	2010	750
Deal borough	New Jersey	2011	753
Deal borough	New Jersey	2012	752
Deal borough	New Jersey	2013	748
Deal borough	New Jersey	2014	743
Deal borough	New Jersey	2015	740
Demarest borough	New Jersey	2010	4881
Demarest borough	New Jersey	2011	4919
Demarest borough	New Jersey	2012	4968
Demarest borough	New Jersey	2013	4982
Demarest borough	New Jersey	2014	5019
Demarest borough	New Jersey	2015	5027
Dumont borough	New Jersey	2010	17479
Dumont borough	New Jersey	2011	17511
Dumont borough	New Jersey	2012	17644
Dumont borough	New Jersey	2013	17728
Dumont borough	New Jersey	2014	17824
Dumont borough	New Jersey	2015	17908
Dunellen borough	New Jersey	2010	7227
Dunellen borough	New Jersey	2011	7231
Dunellen borough	New Jersey	2012	7270
Dunellen borough	New Jersey	2013	7319
Dunellen borough	New Jersey	2014	7371
Dunellen borough	New Jersey	2015	7414
East Newark borough	New Jersey	2010	2406
East Newark borough	New Jersey	2011	2408
East Newark borough	New Jersey	2012	2441
East Newark borough	New Jersey	2013	2454
East Newark borough	New Jersey	2014	2660
East Newark borough	New Jersey	2015	2674
East Rutherford borough	New Jersey	2010	8913
East Rutherford borough	New Jersey	2011	8929
East Rutherford borough	New Jersey	2012	8992
East Rutherford borough	New Jersey	2013	9023
East Rutherford borough	New Jersey	2014	9067
East Rutherford borough	New Jersey	2015	9112
Eatontown borough	New Jersey	2010	12709
Eatontown borough	New Jersey	2011	12487
Eatontown borough	New Jersey	2012	12351
Eatontown borough	New Jersey	2013	12294
Eatontown borough	New Jersey	2014	12266
Eatontown borough	New Jersey	2015	12262
Edgewater borough	New Jersey	2010	11511
Edgewater borough	New Jersey	2011	11532
Edgewater borough	New Jersey	2012	11644
Edgewater borough	New Jersey	2013	11701
Edgewater borough	New Jersey	2014	11957
Edgewater borough	New Jersey	2015	12376
Elmer borough	New Jersey	2010	1395
Elmer borough	New Jersey	2011	1389
Elmer borough	New Jersey	2012	1385
Elmer borough	New Jersey	2013	1378
Elmer borough	New Jersey	2014	1361
Elmer borough	New Jersey	2015	1350
Elmwood Park borough	New Jersey	2010	19403
Elmwood Park borough	New Jersey	2011	19441
Elmwood Park borough	New Jersey	2012	19584
Elmwood Park borough	New Jersey	2013	19678
Elmwood Park borough	New Jersey	2014	20083
Elmwood Park borough	New Jersey	2015	20183
Emerson borough	New Jersey	2010	7401
Emerson borough	New Jersey	2011	7414
Emerson borough	New Jersey	2012	7521
Emerson borough	New Jersey	2013	7564
Emerson borough	New Jersey	2014	7621
Emerson borough	New Jersey	2015	7656
Englewood Cliffs borough	New Jersey	2010	5281
Englewood Cliffs borough	New Jersey	2011	5299
Englewood Cliffs borough	New Jersey	2012	5335
Englewood Cliffs borough	New Jersey	2013	5349
Englewood Cliffs borough	New Jersey	2014	5378
Englewood Cliffs borough	New Jersey	2015	5395
Englishtown borough	New Jersey	2010	1834
Englishtown borough	New Jersey	2011	1842
Englishtown borough	New Jersey	2012	1850
Englishtown borough	New Jersey	2013	1937
Englishtown borough	New Jersey	2014	1949
Englishtown borough	New Jersey	2015	1958
Essex Fells borough	New Jersey	2010	2114
Essex Fells borough	New Jersey	2011	2115
Essex Fells borough	New Jersey	2012	2154
Essex Fells borough	New Jersey	2013	2181
Essex Fells borough	New Jersey	2014	2207
Essex Fells borough	New Jersey	2015	2184
Fair Haven borough	New Jersey	2010	6121
Fair Haven borough	New Jersey	2011	6125
Fair Haven borough	New Jersey	2012	6104
Fair Haven borough	New Jersey	2013	6091
Fair Haven borough	New Jersey	2014	6080
Fair Haven borough	New Jersey	2015	6059
Fair Lawn borough	New Jersey	2010	32457
Fair Lawn borough	New Jersey	2011	32519
Fair Lawn borough	New Jersey	2012	32763
Fair Lawn borough	New Jersey	2013	32962
Fair Lawn borough	New Jersey	2014	33146
Fair Lawn borough	New Jersey	2015	33305
Fairview borough	New Jersey	2010	13835
Fairview borough	New Jersey	2011	13871
Fairview borough	New Jersey	2012	14021
Fairview borough	New Jersey	2013	14084
Fairview borough	New Jersey	2014	14229
Fairview borough	New Jersey	2015	14398
Fanwood borough	New Jersey	2010	7318
Fanwood borough	New Jersey	2011	7333
Fanwood borough	New Jersey	2012	7368
Fanwood borough	New Jersey	2013	7406
Fanwood borough	New Jersey	2014	7471
Fanwood borough	New Jersey	2015	7506
Far Hills borough	New Jersey	2010	919
Far Hills borough	New Jersey	2011	920
Far Hills borough	New Jersey	2012	927
Far Hills borough	New Jersey	2013	930
Far Hills borough	New Jersey	2014	931
Far Hills borough	New Jersey	2015	932
Farmingdale borough	New Jersey	2010	1329
Farmingdale borough	New Jersey	2011	1331
Farmingdale borough	New Jersey	2012	1322
Farmingdale borough	New Jersey	2013	1314
Farmingdale borough	New Jersey	2014	1316
Farmingdale borough	New Jersey	2015	1310
Fieldsboro borough	New Jersey	2010	540
Fieldsboro borough	New Jersey	2011	538
Fieldsboro borough	New Jersey	2012	537
Fieldsboro borough	New Jersey	2013	535
Fieldsboro borough	New Jersey	2014	532
Fieldsboro borough	New Jersey	2015	534
Flemington borough	New Jersey	2010	4581
Flemington borough	New Jersey	2011	4577
Flemington borough	New Jersey	2012	4731
Flemington borough	New Jersey	2013	4705
Flemington borough	New Jersey	2014	4685
Flemington borough	New Jersey	2015	4663
Florham Park borough	New Jersey	2010	11734
Florham Park borough	New Jersey	2011	11741
Florham Park borough	New Jersey	2012	11782
Florham Park borough	New Jersey	2013	11815
Florham Park borough	New Jersey	2014	11829
Florham Park borough	New Jersey	2015	11785
Folsom borough	New Jersey	2010	1885
Folsom borough	New Jersey	2011	1884
Folsom borough	New Jersey	2012	1883
Folsom borough	New Jersey	2013	1872
Folsom borough	New Jersey	2014	1865
Folsom borough	New Jersey	2015	1859
Fort Lee borough	New Jersey	2010	35336
Fort Lee borough	New Jersey	2011	35434
Fort Lee borough	New Jersey	2012	35709
Fort Lee borough	New Jersey	2013	35920
Fort Lee borough	New Jersey	2014	36354
Fort Lee borough	New Jersey	2015	36516
Franklin borough	New Jersey	2010	5066
Franklin borough	New Jersey	2011	5065
Franklin borough	New Jersey	2012	5038
Franklin borough	New Jersey	2013	4986
Franklin borough	New Jersey	2014	4935
Franklin borough	New Jersey	2015	4913
Franklin Lakes borough	New Jersey	2010	10590
Franklin Lakes borough	New Jersey	2011	10612
Franklin Lakes borough	New Jersey	2012	10706
Franklin Lakes borough	New Jersey	2013	10751
Franklin Lakes borough	New Jersey	2014	10815
Franklin Lakes borough	New Jersey	2015	10884
Freehold borough	New Jersey	2010	12052
Freehold borough	New Jersey	2011	12049
Freehold borough	New Jersey	2012	12021
Freehold borough	New Jersey	2013	11993
Freehold borough	New Jersey	2014	11995
Freehold borough	New Jersey	2015	11989
Frenchtown borough	New Jersey	2010	1375
Frenchtown borough	New Jersey	2011	1374
Frenchtown borough	New Jersey	2012	1411
Frenchtown borough	New Jersey	2013	1358
Frenchtown borough	New Jersey	2014	1390
Frenchtown borough	New Jersey	2015	1387
Garwood borough	New Jersey	2010	4226
Garwood borough	New Jersey	2011	4237
Garwood borough	New Jersey	2012	4261
Garwood borough	New Jersey	2013	4285
Garwood borough	New Jersey	2014	4320
Garwood borough	New Jersey	2015	4340
Gibbsboro borough	New Jersey	2010	2270
Gibbsboro borough	New Jersey	2011	2269
Gibbsboro borough	New Jersey	2012	2265
Gibbsboro borough	New Jersey	2013	2263
Gibbsboro borough	New Jersey	2014	2252
Gibbsboro borough	New Jersey	2015	2245
Glassboro borough	New Jersey	2010	18579
Glassboro borough	New Jersey	2011	18581
Glassboro borough	New Jersey	2012	18677
Glassboro borough	New Jersey	2013	18866
Glassboro borough	New Jersey	2014	18942
Glassboro borough	New Jersey	2015	19064
Glen Gardner borough	New Jersey	2010	1704
Glen Gardner borough	New Jersey	2011	1705
Glen Gardner borough	New Jersey	2012	1694
Glen Gardner borough	New Jersey	2013	1682
Glen Gardner borough	New Jersey	2014	1675
Glen Gardner borough	New Jersey	2015	1668
Glen Ridge borough	New Jersey	2010	7527
Glen Ridge borough	New Jersey	2011	7531
Glen Ridge borough	New Jersey	2012	7566
Glen Ridge borough	New Jersey	2013	7571
Glen Ridge borough	New Jersey	2014	7596
Glen Ridge borough	New Jersey	2015	7645
Glen Rock borough	New Jersey	2010	11601
Glen Rock borough	New Jersey	2011	11625
Glen Rock borough	New Jersey	2012	11709
Glen Rock borough	New Jersey	2013	11761
Glen Rock borough	New Jersey	2014	11840
