City	State	Year	Est. Population
Balance of Clarkstown town	New York	2015	81375
Haverstraw town	New York	2010	36634
Haverstraw town	New York	2011	36701
Haverstraw town	New York	2012	36959
Haverstraw town	New York	2013	37067
Haverstraw town	New York	2014	37282
Haverstraw town	New York	2015	37479
Balance of Haverstraw town	New York	2010	12808
Balance of Haverstraw town	New York	2011	12836
Balance of Haverstraw town	New York	2012	12925
Balance of Haverstraw town	New York	2013	12965
Balance of Haverstraw town	New York	2014	13038
Balance of Haverstraw town	New York	2015	13112
Orangetown town	New York	2010	49212
Orangetown town	New York	2011	49319
Orangetown town	New York	2012	49756
Orangetown town	New York	2013	49829
Orangetown town	New York	2014	50055
Orangetown town	New York	2015	50348
Balance of Orangetown town	New York	2010	36832
Balance of Orangetown town	New York	2011	36916
Balance of Orangetown town	New York	2012	37245
Balance of Orangetown town	New York	2013	37275
Balance of Orangetown town	New York	2014	37463
Balance of Orangetown town	New York	2015	37679
Ramapo town	New York	2010	126595
Ramapo town	New York	2011	126986
Ramapo town	New York	2012	128466
Ramapo town	New York	2013	129872
Ramapo town	New York	2014	131536
Ramapo town	New York	2015	133149
Balance of Ramapo town	New York	2010	38312
Balance of Ramapo town	New York	2011	38415
Balance of Ramapo town	New York	2012	38751
Balance of Ramapo town	New York	2013	39546
Balance of Ramapo town	New York	2014	40417
Balance of Ramapo town	New York	2015	41346
Stony Point town	New York	2010	15059
Stony Point town	New York	2011	15090
Stony Point town	New York	2012	15206
Stony Point town	New York	2013	15257
Stony Point town	New York	2014	15346
Stony Point town	New York	2015	15440
Brasher town	New York	2010	2511
Brasher town	New York	2011	2512
Brasher town	New York	2012	2505
Brasher town	New York	2013	2508
Brasher town	New York	2014	2496
Brasher town	New York	2015	2473
Canton town	New York	2010	10995
Canton town	New York	2011	10995
Canton town	New York	2012	11389
Canton town	New York	2013	11468
Canton town	New York	2014	11342
Canton town	New York	2015	11274
Balance of Canton town	New York	2010	4328
Balance of Canton town	New York	2011	4326
Balance of Canton town	New York	2012	4348
Balance of Canton town	New York	2013	4377
Balance of Canton town	New York	2014	4362
Balance of Canton town	New York	2015	4347
Clare town	New York	2010	105
Clare town	New York	2011	105
Clare town	New York	2012	105
Clare town	New York	2013	105
Clare town	New York	2014	105
Clare town	New York	2015	106
Clifton town	New York	2010	751
Clifton town	New York	2011	751
Clifton town	New York	2012	752
Clifton town	New York	2013	752
Clifton town	New York	2014	750
Clifton town	New York	2015	747
Colton town	New York	2010	1449
Colton town	New York	2011	1449
Colton town	New York	2012	1450
Colton town	New York	2013	1454
Colton town	New York	2014	1454
Colton town	New York	2015	1452
De Kalb town	New York	2010	2434
De Kalb town	New York	2011	2433
De Kalb town	New York	2012	2432
De Kalb town	New York	2013	2451
De Kalb town	New York	2014	2441
De Kalb town	New York	2015	2425
Balance of De Kalb town	New York	2010	2111
Balance of De Kalb town	New York	2011	2110
Balance of De Kalb town	New York	2012	2109
Balance of De Kalb town	New York	2013	2125
Balance of De Kalb town	New York	2014	2117
Balance of De Kalb town	New York	2015	2103
De Peyster town	New York	2010	998
De Peyster town	New York	2011	998
De Peyster town	New York	2012	1013
De Peyster town	New York	2013	1021
De Peyster town	New York	2014	1017
De Peyster town	New York	2015	1028
Edwards town	New York	2010	1156
Edwards town	New York	2011	1156
Edwards town	New York	2012	1153
Edwards town	New York	2013	1148
Edwards town	New York	2014	1139
Edwards town	New York	2015	1141
Fine town	New York	2010	1511
Fine town	New York	2011	1510
Fine town	New York	2012	1512
Fine town	New York	2013	1515
Fine town	New York	2014	1510
Fine town	New York	2015	1502
Fowler town	New York	2010	2202
Fowler town	New York	2011	2203
Fowler town	New York	2012	2207
Fowler town	New York	2013	2199
Fowler town	New York	2014	2185
Fowler town	New York	2015	2166
Gouverneur town	New York	2010	7085
Gouverneur town	New York	2011	7019
Gouverneur town	New York	2012	7028
Gouverneur town	New York	2013	7056
Gouverneur town	New York	2014	7045
Gouverneur town	New York	2015	7020
Balance of Gouverneur town	New York	2010	3146
Balance of Gouverneur town	New York	2011	3077
Balance of Gouverneur town	New York	2012	3093
Balance of Gouverneur town	New York	2013	3136
Balance of Gouverneur town	New York	2014	3153
Balance of Gouverneur town	New York	2015	3195
Hammond town	New York	2010	1191
Hammond town	New York	2011	1191
Hammond town	New York	2012	1193
Hammond town	New York	2013	1192
Hammond town	New York	2014	1191
Hammond town	New York	2015	1185
Balance of Hammond town	New York	2010	911
Balance of Hammond town	New York	2011	911
Balance of Hammond town	New York	2012	913
Balance of Hammond town	New York	2013	912
Balance of Hammond town	New York	2014	912
Balance of Hammond town	New York	2015	908
Hermon town	New York	2010	1106
Hermon town	New York	2011	1109
Hermon town	New York	2012	1108
Hermon town	New York	2013	1107
Hermon town	New York	2014	1102
Hermon town	New York	2015	1091
Balance of Hermon town	New York	2010	686
Balance of Hermon town	New York	2011	689
Balance of Hermon town	New York	2012	688
Balance of Hermon town	New York	2013	689
Balance of Hermon town	New York	2014	688
Balance of Hermon town	New York	2015	682
Hopkinton town	New York	2010	1077
Hopkinton town	New York	2011	1078
Hopkinton town	New York	2012	1081
Hopkinton town	New York	2013	1081
Hopkinton town	New York	2014	1074
Hopkinton town	New York	2015	1065
Lawrence town	New York	2010	1826
Lawrence town	New York	2011	1828
Lawrence town	New York	2012	1832
Lawrence town	New York	2013	1835
Lawrence town	New York	2014	1836
Lawrence town	New York	2015	1825
Lisbon town	New York	2010	4102
Lisbon town	New York	2011	4098
Lisbon town	New York	2012	4101
Lisbon town	New York	2013	4110
Lisbon town	New York	2014	4085
Lisbon town	New York	2015	4095
Louisville town	New York	2010	3155
Louisville town	New York	2011	3152
Louisville town	New York	2012	3167
Louisville town	New York	2013	3161
Louisville town	New York	2014	3159
Louisville town	New York	2015	3139
Balance of Louisville town	New York	2010	2708
Balance of Louisville town	New York	2011	2705
Balance of Louisville town	New York	2012	2720
Balance of Louisville town	New York	2013	2714
Balance of Louisville town	New York	2014	2714
Balance of Louisville town	New York	2015	2696
Macomb town	New York	2010	906
Macomb town	New York	2011	906
Macomb town	New York	2012	906
Macomb town	New York	2013	909
Macomb town	New York	2014	905
Macomb town	New York	2015	903
Madrid town	New York	2010	1735
Madrid town	New York	2011	1734
Madrid town	New York	2012	1736
Madrid town	New York	2013	1732
Madrid town	New York	2014	1721
Madrid town	New York	2015	1709
Massena town	New York	2010	12883
Massena town	New York	2011	12871
Massena town	New York	2012	12866
Massena town	New York	2013	12824
Massena town	New York	2014	12743
Massena town	New York	2015	12655
Balance of Massena town	New York	2010	2392
Balance of Massena town	New York	2011	2394
Balance of Massena town	New York	2012	2397
Balance of Massena town	New York	2013	2378
Balance of Massena town	New York	2014	2366
Balance of Massena town	New York	2015	2361
Morristown town	New York	2010	1979
Morristown town	New York	2011	1977
Morristown town	New York	2012	1975
Morristown town	New York	2013	1975
Morristown town	New York	2014	1961
Morristown town	New York	2015	1949
Balance of Morristown town	New York	2010	1584
Balance of Morristown town	New York	2011	1582
Balance of Morristown town	New York	2012	1580
Balance of Morristown town	New York	2013	1580
Balance of Morristown town	New York	2014	1569
Balance of Morristown town	New York	2015	1559
Norfolk town	New York	2010	4658
Norfolk town	New York	2011	4654
Norfolk town	New York	2012	4681
Norfolk town	New York	2013	4675
Norfolk town	New York	2014	4651
Norfolk town	New York	2015	4626
Balance of Norfolk town	New York	2010	4576
Balance of Norfolk town	New York	2011	4572
Balance of Norfolk town	New York	2012	4599
Balance of Norfolk town	New York	2013	4593
Balance of Norfolk town	New York	2014	4569
Balance of Norfolk town	New York	2015	4545
Oswegatchie town	New York	2010	4393
Oswegatchie town	New York	2011	4393
Oswegatchie town	New York	2012	4425
Oswegatchie town	New York	2013	4435
Oswegatchie town	New York	2014	4420
Oswegatchie town	New York	2015	4399
Balance of Oswegatchie town	New York	2010	3676
Balance of Oswegatchie town	New York	2011	3676
Balance of Oswegatchie town	New York	2012	3710
Balance of Oswegatchie town	New York	2013	3720
Balance of Oswegatchie town	New York	2014	3710
Balance of Oswegatchie town	New York	2015	3680
Parishville town	New York	2010	2153
Parishville town	New York	2011	2154
Parishville town	New York	2012	2152
Parishville town	New York	2013	2145
Parishville town	New York	2014	2135
Parishville town	New York	2015	2117
Piercefield town	New York	2010	309
Piercefield town	New York	2011	309
Piercefield town	New York	2012	309
Piercefield town	New York	2013	308
Piercefield town	New York	2014	306
Piercefield town	New York	2015	303
Pierrepont town	New York	2010	2589
Pierrepont town	New York	2011	2588
Pierrepont town	New York	2012	2590
Pierrepont town	New York	2013	2594
Pierrepont town	New York	2014	2597
Pierrepont town	New York	2015	2580
Pitcairn town	New York	2010	846
Pitcairn town	New York	2011	846
Pitcairn town	New York	2012	843
Pitcairn town	New York	2013	841
Pitcairn town	New York	2014	836
Pitcairn town	New York	2015	828
Potsdam town	New York	2010	16041
Potsdam town	New York	2011	16035
Potsdam town	New York	2012	16216
Potsdam town	New York	2013	16206
Potsdam town	New York	2014	16352
Potsdam town	New York	2015	16313
Balance of Potsdam town	New York	2010	5044
Balance of Potsdam town	New York	2011	5045
Balance of Potsdam town	New York	2012	5056
Balance of Potsdam town	New York	2013	5074
Balance of Potsdam town	New York	2014	5066
Balance of Potsdam town	New York	2015	5037
Rossie town	New York	2010	877
Rossie town	New York	2011	877
Rossie town	New York	2012	874
Rossie town	New York	2013	872
Rossie town	New York	2014	868
Rossie town	New York	2015	863
Russell town	New York	2010	1858
Russell town	New York	2011	1857
Russell town	New York	2012	1864
Russell town	New York	2013	1861
Russell town	New York	2014	1854
Russell town	New York	2015	1845
Stockholm town	New York	2010	3665
Stockholm town	New York	2011	3664
Stockholm town	New York	2012	3684
Stockholm town	New York	2013	3695
Stockholm town	New York	2014	3692
Stockholm town	New York	2015	3671
Waddington town	New York	2010	2266
Waddington town	New York	2011	2268
Waddington town	New York	2012	2275
Waddington town	New York	2013	2278
Waddington town	New York	2014	2269
Waddington town	New York	2015	2266
Balance of Waddington town	New York	2010	1294
Balance of Waddington town	New York	2011	1293
Balance of Waddington town	New York	2012	1301
Balance of Waddington town	New York	2013	1302
Balance of Waddington town	New York	2014	1299
Balance of Waddington town	New York	2015	1296
Ballston town	New York	2010	9765
Ballston town	New York	2011	9791
Ballston town	New York	2012	9880
Ballston town	New York	2013	9939
Ballston town	New York	2014	10175
Ballston town	New York	2015	10408
Balance of Ballston town	New York	2010	8617
Balance of Ballston town	New York	2011	8644
Balance of Ballston town	New York	2012	8731
Balance of Ballston town	New York	2013	8805
Balance of Ballston town	New York	2014	9073
Balance of Ballston town	New York	2015	9316
Charlton town	New York	2010	4142
Charlton town	New York	2011	4152
Charlton town	New York	2012	4161
Charlton town	New York	2013	4150
Charlton town	New York	2014	4179
Charlton town	New York	2015	4193
Clifton Park town	New York	2010	36734
Clifton Park town	New York	2011	36801
Clifton Park town	New York	2012	36959
Clifton Park town	New York	2013	36959
Clifton Park town	New York	2014	37073
Clifton Park town	New York	2015	37072
Corinth town	New York	2010	6531
Corinth town	New York	2011	6538
Corinth town	New York	2012	6540
Corinth town	New York	2013	6522
Corinth town	New York	2014	6502
Corinth town	New York	2015	6479
Balance of Corinth town	New York	2010	3964
Balance of Corinth town	New York	2011	3968
Balance of Corinth town	New York	2012	3974
Balance of Corinth town	New York	2013	3970
Balance of Corinth town	New York	2014	3962
Balance of Corinth town	New York	2015	3955
Day town	New York	2010	856
Day town	New York	2011	857
Day town	New York	2012	859
Day town	New York	2013	856
Day town	New York	2014	854
Day town	New York	2015	852
Edinburg town	New York	2010	1214
Edinburg town	New York	2011	1217
Edinburg town	New York	2012	1219
Edinburg town	New York	2013	1219
Edinburg town	New York	2014	1222
Edinburg town	New York	2015	1220
Galway town	New York	2010	3545
Galway town	New York	2011	3551
Galway town	New York	2012	3557
Galway town	New York	2013	3550
Galway town	New York	2014	3546
Galway town	New York	2015	3536
Balance of Galway town	New York	2010	3345
Balance of Galway town	New York	2011	3351
Balance of Galway town	New York	2012	3357
Balance of Galway town	New York	2013	3350
Balance of Galway town	New York	2014	3346
Balance of Galway town	New York	2015	3337
Greenfield town	New York	2010	7777
Greenfield town	New York	2011	7788
Greenfield town	New York	2012	7799
Greenfield town	New York	2013	7797
Greenfield town	New York	2014	7792
Greenfield town	New York	2015	7778
Hadley town	New York	2010	2048
Hadley town	New York	2011	2052
Hadley town	New York	2012	2066
Hadley town	New York	2013	2064
Hadley town	New York	2014	2065
Hadley town	New York	2015	2061
Halfmoon town	New York	2010	21517
Halfmoon town	New York	2011	21638
Halfmoon town	New York	2012	21985
Halfmoon town	New York	2013	22338
Halfmoon town	New York	2014	22795
Halfmoon town	New York	2015	23387
Malta town	New York	2010	14765
Malta town	New York	2011	14795
Malta town	New York	2012	14875
Malta town	New York	2013	14880
Malta town	New York	2014	14884
Malta town	New York	2015	14888
Balance of Malta town	New York	2010	14142
Balance of Malta town	New York	2011	14171
Balance of Malta town	New York	2012	14253
Balance of Malta town	New York	2013	14261
Balance of Malta town	New York	2014	14267
Balance of Malta town	New York	2015	14273
Milton town	New York	2010	18568
Milton town	New York	2011	18608
Milton town	New York	2012	18651
Milton town	New York	2013	18761
Milton town	New York	2014	18989
Milton town	New York	2015	18986
Balance of Milton town	New York	2010	14300
Balance of Milton town	New York	2011	14335
Balance of Milton town	New York	2012	14377
Balance of Milton town	New York	2013	14476
Balance of Milton town	New York	2014	14677
Balance of Milton town	New York	2015	14691
Moreau town	New York	2010	14739
Moreau town	New York	2011	14724
Moreau town	New York	2012	14750
Moreau town	New York	2013	15130
Moreau town	New York	2014	15337
Moreau town	New York	2015	14932
Balance of Moreau town	New York	2010	11227
Balance of Moreau town	New York	2011	11206
Balance of Moreau town	New York	2012	11221
Balance of Moreau town	New York	2013	11515
Balance of Moreau town	New York	2014	11738
Balance of Moreau town	New York	2015	11348
Northumberland town	New York	2010	5103
Northumberland town	New York	2011	5114
Northumberland town	New York	2012	5150
Northumberland town	New York	2013	5153
Northumberland town	New York	2014	5155
Northumberland town	New York	2015	5145
Providence town	New York	2010	1995
Providence town	New York	2011	2005
Providence town	New York	2012	2018
Providence town	New York	2013	2024
Providence town	New York	2014	2025
Providence town	New York	2015	2031
Saratoga town	New York	2010	5668
Saratoga town	New York	2011	5677
Saratoga town	New York	2012	5688
Saratoga town	New York	2013	5685
Saratoga town	New York	2014	5686
Saratoga town	New York	2015	5667
Balance of Saratoga town	New York	2010	3675
Balance of Saratoga town	New York	2011	3681
Balance of Saratoga town	New York	2012	3695
Balance of Saratoga town	New York	2013	3692
Balance of Saratoga town	New York	2014	3703
Balance of Saratoga town	New York	2015	3698
Stillwater town	New York	2010	8308
Stillwater town	New York	2011	8322
Stillwater town	New York	2012	8353
Stillwater town	New York	2013	8346
Stillwater town	New York	2014	8380
Stillwater town	New York	2015	8410
Balance of Stillwater town	New York	2010	6571
Balance of Stillwater town	New York	2011	6583
Balance of Stillwater town	New York	2012	6610
Balance of Stillwater town	New York	2013	6610
Balance of Stillwater town	New York	2014	6643
Balance of Stillwater town	New York	2015	6684
Waterford town	New York	2010	8420
Waterford town	New York	2011	8439
Waterford town	New York	2012	8445
Waterford town	New York	2013	8427
Waterford town	New York	2014	8410
Waterford town	New York	2015	8361
Balance of Waterford town	New York	2010	6422
Balance of Waterford town	New York	2011	6441
Balance of Waterford town	New York	2012	6451
Balance of Waterford town	New York	2013	6443
Balance of Waterford town	New York	2014	6429
Balance of Waterford town	New York	2015	6393
Wilton town	New York	2010	16154
Wilton town	New York	2011	16210
Wilton town	New York	2012	16286
Wilton town	New York	2013	16508
Wilton town	New York	2014	16646
Wilton town	New York	2015	16655
Duanesburg town	New York	2010	6120
Duanesburg town	New York	2011	6133
Duanesburg town	New York	2012	6173
Duanesburg town	New York	2013	6192
Duanesburg town	New York	2014	6227
Duanesburg town	New York	2015	6274
Balance of Duanesburg town	New York	2010	5743
Balance of Duanesburg town	New York	2011	5755
Balance of Duanesburg town	New York	2012	5796
Balance of Duanesburg town	New York	2013	5815
Balance of Duanesburg town	New York	2014	5850
Balance of Duanesburg town	New York	2015	5896
Glenville town	New York	2010	29478
Glenville town	New York	2011	29552
Glenville town	New York	2012	29463
Glenville town	New York	2013	29501
Glenville town	New York	2014	29558
Glenville town	New York	2015	29508
Balance of Glenville town	New York	2010	21755
Balance of Glenville town	New York	2011	21812
Balance of Glenville town	New York	2012	21751
Balance of Glenville town	New York	2013	21801
Balance of Glenville town	New York	2014	21778
Balance of Glenville town	New York	2015	21737
Niskayuna town	New York	2010	21778
Niskayuna town	New York	2011	21819
Niskayuna town	New York	2012	21849
Niskayuna town	New York	2013	21994
Niskayuna town	New York	2014	22115
Niskayuna town	New York	2015	22166
Princetown town	New York	2010	2115
Princetown town	New York	2011	2120
Princetown town	New York	2012	2121
Princetown town	New York	2013	2123
Princetown town	New York	2014	2122
Princetown town	New York	2015	2125
Rotterdam town	New York	2010	29098
Rotterdam town	New York	2011	29123
Rotterdam town	New York	2012	29079
Rotterdam town	New York	2013	29108
Rotterdam town	New York	2014	29165
Rotterdam town	New York	2015	29176
Blenheim town	New York	2010	377
Blenheim town	New York	2011	376
Blenheim town	New York	2012	376
Blenheim town	New York	2013	372
Blenheim town	New York	2014	372
Blenheim town	New York	2015	372
Broome town	New York	2010	973
Broome town	New York	2011	973
Broome town	New York	2012	978
Broome town	New York	2013	966
Broome town	New York	2014	962
Broome town	New York	2015	955
Carlisle town	New York	2010	1947
Carlisle town	New York	2011	1943
Carlisle town	New York	2012	1946
Carlisle town	New York	2013	1922
Carlisle town	New York	2014	1906
Carlisle town	New York	2015	1886
Cobleskill town	New York	2010	6649
Cobleskill town	New York	2011	6636
Cobleskill town	New York	2012	6570
Cobleskill town	New York	2013	6497
Cobleskill town	New York	2014	6490
Cobleskill town	New York	2015	6513
Balance of Cobleskill town	New York	2010	1967
Balance of Cobleskill town	New York	2011	1963
Balance of Cobleskill town	New York	2012	1966
Balance of Cobleskill town	New York	2013	1944
Balance of Cobleskill town	New York	2014	1925
Balance of Cobleskill town	New York	2015	1908
Conesville town	New York	2010	734
Conesville town	New York	2011	733
Conesville town	New York	2012	734
Conesville town	New York	2013	725
Conesville town	New York	2014	718
Conesville town	New York	2015	710
Esperance town	New York	2010	2076
Esperance town	New York	2011	2071
Esperance town	New York	2012	2070
Esperance town	New York	2013	2045
Esperance town	New York	2014	2028
Esperance town	New York	2015	2014
Balance of Esperance town	New York	2010	1731
Balance of Esperance town	New York	2011	1727
Balance of Esperance town	New York	2012	1725
Balance of Esperance town	New York	2013	1704
Balance of Esperance town	New York	2014	1690
Balance of Esperance town	New York	2015	1679
Fulton town	New York	2010	1437
Fulton town	New York	2011	1436
Fulton town	New York	2012	1462
Fulton town	New York	2013	1294
Fulton town	New York	2014	1287
Fulton town	New York	2015	1280
Gilboa town	New York	2010	1320
Gilboa town	New York	2011	1319
Gilboa town	New York	2012	1320
Gilboa town	New York	2013	1303
Gilboa town	New York	2014	1292
Gilboa town	New York	2015	1278
Jefferson town	New York	2010	1402
Jefferson town	New York	2011	1402
Jefferson town	New York	2012	1410
Jefferson town	New York	2013	1393
Jefferson town	New York	2014	1386
Jefferson town	New York	2015	1378
Middleburgh town	New York	2010	3746
Middleburgh town	New York	2011	3736
Middleburgh town	New York	2012	3738
Middleburgh town	New York	2013	3686
Middleburgh town	New York	2014	3650
Middleburgh town	New York	2015	3609
Balance of Middleburgh town	New York	2010	2242
Balance of Middleburgh town	New York	2011	2235
Balance of Middleburgh town	New York	2012	2235
Balance of Middleburgh town	New York	2013	2203
Balance of Middleburgh town	New York	2014	2181
Balance of Middleburgh town	New York	2015	2153
Richmondville town	New York	2010	2610
Richmondville town	New York	2011	2605
Richmondville town	New York	2012	2606
Richmondville town	New York	2013	2571
Richmondville town	New York	2014	2544
Richmondville town	New York	2015	2516
Balance of Richmondville town	New York	2010	1692
Balance of Richmondville town	New York	2011	1689
Balance of Richmondville town	New York	2012	1691
Balance of Richmondville town	New York	2013	1669
Balance of Richmondville town	New York	2014	1652
Balance of Richmondville town	New York	2015	1634
Schoharie town	New York	2010	3203
Schoharie town	New York	2011	3197
Schoharie town	New York	2012	3182
Schoharie town	New York	2013	3117
Schoharie town	New York	2014	3086
Schoharie town	New York	2015	3076
Balance of Schoharie town	New York	2010	2283
Balance of Schoharie town	New York	2011	2278
Balance of Schoharie town	New York	2012	2286
Balance of Schoharie town	New York	2013	2254
Balance of Schoharie town	New York	2014	2232
Balance of Schoharie town	New York	2015	2227
Seward town	New York	2010	1737
Seward town	New York	2011	1736
Seward town	New York	2012	1743
Seward town	New York	2013	1721
Seward town	New York	2014	1711
Seward town	New York	2015	1694
Sharon town	New York	2010	1846
Sharon town	New York	2011	1842
Sharon town	New York	2012	1845
Sharon town	New York	2013	1820
Sharon town	New York	2014	1804
Sharon town	New York	2015	1787
Balance of Sharon town	New York	2010	1288
Balance of Sharon town	New York	2011	1285
Balance of Sharon town	New York	2012	1289
Balance of Sharon town	New York	2013	1272
Balance of Sharon town	New York	2014	1263
Balance of Sharon town	New York	2015	1252
Summit town	New York	2010	1148
Summit town	New York	2011	1146
Summit town	New York	2012	1145
Summit town	New York	2013	1129
Summit town	New York	2014	1120
Summit town	New York	2015	1106
Wright town	New York	2010	1539
Wright town	New York	2011	1536
Wright town	New York	2012	1533
Wright town	New York	2013	1510
Wright town	New York	2014	1493
Wright town	New York	2015	1482
Catharine town	New York	2010	1759
Catharine town	New York	2011	1755
Catharine town	New York	2012	1768
Catharine town	New York	2013	1767
Catharine town	New York	2014	1751
Catharine town	New York	2015	1733
Balance of Catharine town	New York	2010	1243
Balance of Catharine town	New York	2011	1240
Balance of Catharine town	New York	2012	1251
Balance of Catharine town	New York	2013	1251
Balance of Catharine town	New York	2014	1241
Balance of Catharine town	New York	2015	1229
Cayuta town	New York	2010	556
Cayuta town	New York	2011	555
Cayuta town	New York	2012	557
Cayuta town	New York	2013	556
Cayuta town	New York	2014	550
Cayuta town	New York	2015	546
Dix town	New York	2010	3864
Dix town	New York	2011	3856
Dix town	New York	2012	3897
Dix town	New York	2013	3922
Dix town	New York	2014	3919
Dix town	New York	2015	3921
Balance of Dix town	New York	2010	2109
Balance of Dix town	New York	2011	2107
Balance of Dix town	New York	2012	2136
Balance of Dix town	New York	2013	2163
Balance of Dix town	New York	2014	2158
Balance of Dix town	New York	2015	2159
Hector town	New York	2010	4938
Hector town	New York	2011	4928
Hector town	New York	2012	4968
Hector town	New York	2013	4974
Hector town	New York	2014	4992
Hector town	New York	2015	5010
Balance of Hector town	New York	2010	4598
Balance of Hector town	New York	2011	4589
Balance of Hector town	New York	2012	4628
Balance of Hector town	New York	2013	4635
Balance of Hector town	New York	2014	4658
Balance of Hector town	New York	2015	4680
Montour town	New York	2010	2308
Montour town	New York	2011	2306
Montour town	New York	2012	2328
Montour town	New York	2013	2334
Montour town	New York	2014	2323
Montour town	New York	2015	2302
Balance of Montour town	New York	2010	708
Balance of Montour town	New York	2011	709
Balance of Montour town	New York	2012	717
Balance of Montour town	New York	2013	724
Balance of Montour town	New York	2014	726
Balance of Montour town	New York	2015	720
Orange town	New York	2010	1609
Orange town	New York	2011	1609
Orange town	New York	2012	1641
Orange town	New York	2013	1676
Orange town	New York	2014	1620
Orange town	New York	2015	1463
Reading town	New York	2010	1707
Reading town	New York	2011	1705
Reading town	New York	2012	1716
Reading town	New York	2013	1719
Reading town	New York	2014	1715
Reading town	New York	2015	1713
Balance of Reading town	New York	2010	1417
Balance of Reading town	New York	2011	1416
Balance of Reading town	New York	2012	1424
Balance of Reading town	New York	2013	1427
Balance of Reading town	New York	2014	1421
Balance of Reading town	New York	2015	1416
Tyrone town	New York	2010	1598
Tyrone town	New York	2011	1596
Tyrone town	New York	2012	1621
Tyrone town	New York	2013	1628
Tyrone town	New York	2014	1622
Tyrone town	New York	2015	1613
Covert town	New York	2010	2151
Covert town	New York	2011	2151
Covert town	New York	2012	2157
Covert town	New York	2013	2160
Covert town	New York	2014	2153
Covert town	New York	2015	2148
Balance of Covert town	New York	2010	1546
Balance of Covert town	New York	2011	1546
Balance of Covert town	New York	2012	1551
Balance of Covert town	New York	2013	1555
Balance of Covert town	New York	2014	1549
Balance of Covert town	New York	2015	1527
Fayette town	New York	2010	3931
Fayette town	New York	2011	3929
Fayette town	New York	2012	3942
Fayette town	New York	2013	3934
Fayette town	New York	2014	3921
Fayette town	New York	2015	3883
Balance of Fayette town	New York	2010	3010
Balance of Fayette town	New York	2011	3009
Balance of Fayette town	New York	2012	3022
Balance of Fayette town	New York	2013	3016
Balance of Fayette town	New York	2014	3007
Balance of Fayette town	New York	2015	2982
Junius town	New York	2010	1471
Junius town	New York	2011	1475
Junius town	New York	2012	1477
Junius town	New York	2013	1469
Junius town	New York	2014	1479
Junius town	New York	2015	1464
Lodi town	New York	2010	1550
Lodi town	New York	2011	1550
Lodi town	New York	2012	1556
Lodi town	New York	2013	1559
Lodi town	New York	2014	1559
Lodi town	New York	2015	1541
Balance of Lodi town	New York	2010	1259
Balance of Lodi town	New York	2011	1259
Balance of Lodi town	New York	2012	1265
Balance of Lodi town	New York	2013	1269
Balance of Lodi town	New York	2014	1266
Balance of Lodi town	New York	2015	1244
Ovid town	New York	2010	2311
Ovid town	New York	2011	2313
Ovid town	New York	2012	2381
Ovid town	New York	2013	2360
Ovid town	New York	2014	2339
Ovid town	New York	2015	2326
Balance of Ovid town	New York	2010	1727
Balance of Ovid town	New York	2011	1729
Balance of Ovid town	New York	2012	1797
Balance of Ovid town	New York	2013	1778
Balance of Ovid town	New York	2014	1757
Balance of Ovid town	New York	2015	1728
Romulus town	New York	2010	4316
Romulus town	New York	2011	4333
Romulus town	New York	2012	4305
Romulus town	New York	2013	4391
Romulus town	New York	2014	4355
Romulus town	New York	2015	4349
Balance of Romulus town	New York	2010	4289
Balance of Romulus town	New York	2011	4306
Balance of Romulus town	New York	2012	4278
Balance of Romulus town	New York	2013	4364
Balance of Romulus town	New York	2014	4328
Balance of Romulus town	New York	2015	4323
Seneca Falls town	New York	2010	9043
Seneca Falls town	New York	2011	9033
Seneca Falls town	New York	2012	9047
Seneca Falls town	New York	2013	9028
Seneca Falls town	New York	2014	8996
Seneca Falls town	New York	2015	8867
Balance of Seneca Falls town	New York	2010	9039
Balance of Seneca Falls town	New York	2011	9029
Balance of Seneca Falls town	New York	2012	9043
Balance of Seneca Falls town	New York	2013	9024
Balance of Seneca Falls town	New York	2014	8992
Balance of Seneca Falls town	New York	2015	8863
Tyre town	New York	2010	978
Tyre town	New York	2011	977
Tyre town	New York	2012	989
Tyre town	New York	2013	987
Tyre town	New York	2014	982
Tyre town	New York	2015	974
Varick town	New York	2010	1857
Varick town	New York	2011	1855
Varick town	New York	2012	1869
Varick town	New York	2013	1868
Varick town	New York	2014	1865
Varick town	New York	2015	1837
Waterloo town	New York	2010	7636
Waterloo town	New York	2011	7629
Waterloo town	New York	2012	7636
Waterloo town	New York	2013	7625
Waterloo town	New York	2014	7609
Waterloo town	New York	2015	7501
Balance of Waterloo town	New York	2010	3398
Balance of Waterloo town	New York	2011	3397
Balance of Waterloo town	New York	2012	3403
Balance of Waterloo town	New York	2013	3397
Balance of Waterloo town	New York	2014	3407
Balance of Waterloo town	New York	2015	3356
Addison town	New York	2010	2605
Addison town	New York	2011	2603
Addison town	New York	2012	2612
Addison town	New York	2013	2596
Addison town	New York	2014	2588
Addison town	New York	2015	2569
Balance of Addison town	New York	2010	842
Balance of Addison town	New York	2011	842
Balance of Addison town	New York	2012	848
Balance of Addison town	New York	2013	847
Balance of Addison town	New York	2014	846
Balance of Addison town	New York	2015	840
Avoca town	New York	2010	2264
Avoca town	New York	2011	2264
Avoca town	New York	2012	2268
Avoca town	New York	2013	2248
Avoca town	New York	2014	2239
Avoca town	New York	2015	2221
Balance of Avoca town	New York	2010	1318
