City	State	Year	Est. Population
Frye Island town	Maine	2015	5
Gorham town	Maine	2010	16380
Gorham town	Maine	2011	16379
Gorham town	Maine	2012	16517
Gorham town	Maine	2013	16674
Gorham town	Maine	2014	16839
Gorham town	Maine	2015	16976
Gray town	Maine	2010	7761
Gray town	Maine	2011	7761
Gray town	Maine	2012	7811
Gray town	Maine	2013	7859
Gray town	Maine	2014	7914
Gray town	Maine	2015	7966
Harpswell town	Maine	2010	4740
Harpswell town	Maine	2011	4736
Harpswell town	Maine	2012	4761
Harpswell town	Maine	2013	4782
Harpswell town	Maine	2014	4804
Harpswell town	Maine	2015	4840
Harrison town	Maine	2010	2734
Harrison town	Maine	2011	2731
Harrison town	Maine	2012	2749
Harrison town	Maine	2013	2763
Harrison town	Maine	2014	2784
Harrison town	Maine	2015	2795
Long Island town	Maine	2010	230
Long Island town	Maine	2011	230
Long Island town	Maine	2012	232
Long Island town	Maine	2013	234
Long Island town	Maine	2014	237
Long Island town	Maine	2015	237
Naples town	Maine	2010	3872
Naples town	Maine	2011	3875
Naples town	Maine	2012	3895
Naples town	Maine	2013	3913
Naples town	Maine	2014	3934
Naples town	Maine	2015	3954
New Gloucester town	Maine	2010	5542
New Gloucester town	Maine	2011	5542
New Gloucester town	Maine	2012	5560
New Gloucester town	Maine	2013	5588
New Gloucester town	Maine	2014	5615
New Gloucester town	Maine	2015	5646
North Yarmouth town	Maine	2010	3574
North Yarmouth town	Maine	2011	3572
North Yarmouth town	Maine	2012	3590
North Yarmouth town	Maine	2013	3620
North Yarmouth town	Maine	2014	3662
North Yarmouth town	Maine	2015	3706
Pownal town	Maine	2010	1474
Pownal town	Maine	2011	1472
Pownal town	Maine	2012	1476
Pownal town	Maine	2013	1481
Pownal town	Maine	2014	1489
Pownal town	Maine	2015	1511
Raymond town	Maine	2010	4438
Raymond town	Maine	2011	4432
Raymond town	Maine	2012	4446
Raymond town	Maine	2013	4461
Raymond town	Maine	2014	4480
Raymond town	Maine	2015	4503
Scarborough town	Maine	2010	18919
Scarborough town	Maine	2011	18908
Scarborough town	Maine	2012	19051
Scarborough town	Maine	2013	19175
Scarborough town	Maine	2014	19354
Scarborough town	Maine	2015	19515
Sebago town	Maine	2010	1719
Sebago town	Maine	2011	1718
Sebago town	Maine	2012	1729
Sebago town	Maine	2013	1739
Sebago town	Maine	2014	1751
Sebago town	Maine	2015	1764
Standish town	Maine	2010	9872
Standish town	Maine	2011	9865
Standish town	Maine	2012	9905
Standish town	Maine	2013	9931
Standish town	Maine	2014	10003
Standish town	Maine	2015	10068
Windham town	Maine	2010	16997
Windham town	Maine	2011	17002
Windham town	Maine	2012	17156
Windham town	Maine	2013	17280
Windham town	Maine	2014	17456
Windham town	Maine	2015	17588
Yarmouth town	Maine	2010	8349
Yarmouth town	Maine	2011	8343
Yarmouth town	Maine	2012	8394
Yarmouth town	Maine	2013	8436
Yarmouth town	Maine	2014	8480
Yarmouth town	Maine	2015	8504
Avon town	Maine	2010	461
Avon town	Maine	2011	461
Avon town	Maine	2012	461
Avon town	Maine	2013	460
Avon town	Maine	2014	458
Avon town	Maine	2015	455
Carrabassett Valley town	Maine	2010	778
Carrabassett Valley town	Maine	2011	776
Carrabassett Valley town	Maine	2012	779
Carrabassett Valley town	Maine	2013	780
Carrabassett Valley town	Maine	2014	779
Carrabassett Valley town	Maine	2015	775
Carthage town	Maine	2010	560
Carthage town	Maine	2011	560
Carthage town	Maine	2012	560
Carthage town	Maine	2013	558
Carthage town	Maine	2014	557
Carthage town	Maine	2015	552
Chesterville town	Maine	2010	1355
Chesterville town	Maine	2011	1353
Chesterville town	Maine	2012	1358
Chesterville town	Maine	2013	1354
Chesterville town	Maine	2014	1348
Chesterville town	Maine	2015	1340
Eustis town	Maine	2010	618
Eustis town	Maine	2011	617
Eustis town	Maine	2012	617
Eustis town	Maine	2013	619
Eustis town	Maine	2014	619
Eustis town	Maine	2015	614
Farmington town	Maine	2010	7758
Farmington town	Maine	2011	7739
Farmington town	Maine	2012	7716
Farmington town	Maine	2013	7676
Farmington town	Maine	2014	7587
Farmington town	Maine	2015	7525
Industry town	Maine	2010	927
Industry town	Maine	2011	926
Industry town	Maine	2012	925
Industry town	Maine	2013	925
Industry town	Maine	2014	924
Industry town	Maine	2015	919
Jay town	Maine	2010	4848
Jay town	Maine	2011	4846
Jay town	Maine	2012	4849
Jay town	Maine	2013	4832
Jay town	Maine	2014	4821
Jay town	Maine	2015	4785
Kingfield town	Maine	2010	997
Kingfield town	Maine	2011	994
Kingfield town	Maine	2012	993
Kingfield town	Maine	2013	988
Kingfield town	Maine	2014	981
Kingfield town	Maine	2015	970
New Sharon town	Maine	2010	1407
New Sharon town	Maine	2011	1407
New Sharon town	Maine	2012	1413
New Sharon town	Maine	2013	1415
New Sharon town	Maine	2014	1409
New Sharon town	Maine	2015	1401
New Vineyard town	Maine	2010	761
New Vineyard town	Maine	2011	759
New Vineyard town	Maine	2012	771
New Vineyard town	Maine	2013	775
New Vineyard town	Maine	2014	775
New Vineyard town	Maine	2015	775
Phillips town	Maine	2010	1028
Phillips town	Maine	2011	1027
Phillips town	Maine	2012	1027
Phillips town	Maine	2013	1028
Phillips town	Maine	2014	1024
Phillips town	Maine	2015	1016
Rangeley town	Maine	2010	1175
Rangeley town	Maine	2011	1173
Rangeley town	Maine	2012	1176
Rangeley town	Maine	2013	1175
Rangeley town	Maine	2014	1173
Rangeley town	Maine	2015	1161
Strong town	Maine	2010	1213
Strong town	Maine	2011	1212
Strong town	Maine	2012	1212
Strong town	Maine	2013	1208
Strong town	Maine	2014	1205
Strong town	Maine	2015	1196
Temple town	Maine	2010	528
Temple town	Maine	2011	528
Temple town	Maine	2012	533
Temple town	Maine	2013	535
Temple town	Maine	2014	530
Temple town	Maine	2015	523
Weld town	Maine	2010	419
Weld town	Maine	2011	418
Weld town	Maine	2012	419
Weld town	Maine	2013	419
Weld town	Maine	2014	416
Weld town	Maine	2015	413
Wilton town	Maine	2010	4116
Wilton town	Maine	2011	4106
Wilton town	Maine	2012	4092
Wilton town	Maine	2013	4077
Wilton town	Maine	2014	4053
Wilton town	Maine	2015	3998
Amherst town	Maine	2010	265
Amherst town	Maine	2011	265
Amherst town	Maine	2012	265
Amherst town	Maine	2013	264
Amherst town	Maine	2014	265
Amherst town	Maine	2015	264
Aurora town	Maine	2010	114
Aurora town	Maine	2011	114
Aurora town	Maine	2012	114
Aurora town	Maine	2013	114
Aurora town	Maine	2014	114
Aurora town	Maine	2015	114
Bar Harbor town	Maine	2010	5235
Bar Harbor town	Maine	2011	5231
Bar Harbor town	Maine	2012	5254
Bar Harbor town	Maine	2013	5265
Bar Harbor town	Maine	2014	5307
Bar Harbor town	Maine	2015	5315
Blue Hill town	Maine	2010	2686
Blue Hill town	Maine	2011	2681
Blue Hill town	Maine	2012	2685
Blue Hill town	Maine	2013	2677
Blue Hill town	Maine	2014	2684
Blue Hill town	Maine	2015	2676
Brooklin town	Maine	2010	824
Brooklin town	Maine	2011	822
Brooklin town	Maine	2012	823
Brooklin town	Maine	2013	820
Brooklin town	Maine	2014	822
Brooklin town	Maine	2015	819
Brooksville town	Maine	2010	934
Brooksville town	Maine	2011	932
Brooksville town	Maine	2012	932
Brooksville town	Maine	2013	929
Brooksville town	Maine	2014	931
Brooksville town	Maine	2015	929
Bucksport town	Maine	2010	4926
Bucksport town	Maine	2011	4921
Bucksport town	Maine	2012	4935
Bucksport town	Maine	2013	4933
Bucksport town	Maine	2014	4951
Bucksport town	Maine	2015	4941
Castine town	Maine	2010	1366
Castine town	Maine	2011	1365
Castine town	Maine	2012	1364
Castine town	Maine	2013	1361
Castine town	Maine	2014	1363
Castine town	Maine	2015	1360
Cranberry Isles town	Maine	2010	141
Cranberry Isles town	Maine	2011	141
Cranberry Isles town	Maine	2012	141
Cranberry Isles town	Maine	2013	141
Cranberry Isles town	Maine	2014	141
Cranberry Isles town	Maine	2015	140
Dedham town	Maine	2010	1681
Dedham town	Maine	2011	1679
Dedham town	Maine	2012	1685
Dedham town	Maine	2013	1687
Dedham town	Maine	2014	1691
Dedham town	Maine	2015	1689
Deer Isle town	Maine	2010	1975
Deer Isle town	Maine	2011	1973
Deer Isle town	Maine	2012	1985
Deer Isle town	Maine	2013	1974
Deer Isle town	Maine	2014	1976
Deer Isle town	Maine	2015	1966
Eastbrook town	Maine	2010	423
Eastbrook town	Maine	2011	422
Eastbrook town	Maine	2012	424
Eastbrook town	Maine	2013	423
Eastbrook town	Maine	2014	424
Eastbrook town	Maine	2015	423
Franklin town	Maine	2010	1478
Franklin town	Maine	2011	1477
Franklin town	Maine	2012	1484
Franklin town	Maine	2013	1483
Franklin town	Maine	2014	1491
Franklin town	Maine	2015	1497
Frenchboro town	Maine	2010	61
Frenchboro town	Maine	2011	61
Frenchboro town	Maine	2012	61
Frenchboro town	Maine	2013	61
Frenchboro town	Maine	2014	61
Frenchboro town	Maine	2015	61
Gouldsboro town	Maine	2010	1739
Gouldsboro town	Maine	2011	1738
Gouldsboro town	Maine	2012	1736
Gouldsboro town	Maine	2013	1735
Gouldsboro town	Maine	2014	1743
Gouldsboro town	Maine	2015	1741
Great Pond town	Maine	2010	58
Great Pond town	Maine	2011	58
Great Pond town	Maine	2012	58
Great Pond town	Maine	2013	58
Great Pond town	Maine	2014	58
Great Pond town	Maine	2015	58
Hancock town	Maine	2010	2393
Hancock town	Maine	2011	2388
Hancock town	Maine	2012	2392
Hancock town	Maine	2013	2386
Hancock town	Maine	2014	2399
Hancock town	Maine	2015	2396
Lamoine town	Maine	2010	1601
Lamoine town	Maine	2011	1602
Lamoine town	Maine	2012	1616
Lamoine town	Maine	2013	1622
Lamoine town	Maine	2014	1634
Lamoine town	Maine	2015	1639
Mariaville town	Maine	2010	513
Mariaville town	Maine	2011	515
Mariaville town	Maine	2012	518
Mariaville town	Maine	2013	517
Mariaville town	Maine	2014	522
Mariaville town	Maine	2015	523
Mount Desert town	Maine	2010	2053
Mount Desert town	Maine	2011	2051
Mount Desert town	Maine	2012	2059
Mount Desert town	Maine	2013	2058
Mount Desert town	Maine	2014	2066
Mount Desert town	Maine	2015	2069
Orland town	Maine	2010	2225
Orland town	Maine	2011	2220
Orland town	Maine	2012	2222
Orland town	Maine	2013	2216
Orland town	Maine	2014	2221
Orland town	Maine	2015	2214
Osborn town	Maine	2010	67
Osborn town	Maine	2011	67
Osborn town	Maine	2012	67
Osborn town	Maine	2013	67
Osborn town	Maine	2014	67
Osborn town	Maine	2015	67
Otis town	Maine	2010	672
Otis town	Maine	2011	671
Otis town	Maine	2012	673
Otis town	Maine	2013	671
Otis town	Maine	2014	673
Otis town	Maine	2015	671
Penobscot town	Maine	2010	1263
Penobscot town	Maine	2011	1261
Penobscot town	Maine	2012	1264
Penobscot town	Maine	2013	1261
Penobscot town	Maine	2014	1265
Penobscot town	Maine	2015	1259
Sedgwick town	Maine	2010	1196
Sedgwick town	Maine	2011	1193
Sedgwick town	Maine	2012	1194
Sedgwick town	Maine	2013	1189
Sedgwick town	Maine	2014	1192
Sedgwick town	Maine	2015	1187
Sorrento town	Maine	2010	274
Sorrento town	Maine	2011	274
Sorrento town	Maine	2012	274
Sorrento town	Maine	2013	273
Sorrento town	Maine	2014	274
Sorrento town	Maine	2015	273
Southwest Harbor town	Maine	2010	1764
Southwest Harbor town	Maine	2011	1764
Southwest Harbor town	Maine	2012	1767
Southwest Harbor town	Maine	2013	1765
Southwest Harbor town	Maine	2014	1773
Southwest Harbor town	Maine	2015	1772
Stonington town	Maine	2010	1043
Stonington town	Maine	2011	1042
Stonington town	Maine	2012	1045
Stonington town	Maine	2013	1040
Stonington town	Maine	2014	1043
Stonington town	Maine	2015	1039
Sullivan town	Maine	2010	1241
Sullivan town	Maine	2011	1241
Sullivan town	Maine	2012	1243
Sullivan town	Maine	2013	1239
Sullivan town	Maine	2014	1245
Sullivan town	Maine	2015	1244
Surry town	Maine	2010	1466
Surry town	Maine	2011	1465
Surry town	Maine	2012	1469
Surry town	Maine	2013	1463
Surry town	Maine	2014	1471
Surry town	Maine	2015	1468
Swans Island town	Maine	2010	332
Swans Island town	Maine	2011	331
Swans Island town	Maine	2012	332
Swans Island town	Maine	2013	331
Swans Island town	Maine	2014	332
Swans Island town	Maine	2015	331
Tremont town	Maine	2010	1563
Tremont town	Maine	2011	1562
Tremont town	Maine	2012	1576
Tremont town	Maine	2013	1583
Tremont town	Maine	2014	1594
Tremont town	Maine	2015	1594
Trenton town	Maine	2010	1483
Trenton town	Maine	2011	1484
Trenton town	Maine	2012	1498
Trenton town	Maine	2013	1505
Trenton town	Maine	2014	1520
Trenton town	Maine	2015	1526
Verona Island town	Maine	2010	544
Verona Island town	Maine	2011	543
Verona Island town	Maine	2012	544
Verona Island town	Maine	2013	542
Verona Island town	Maine	2014	542
Verona Island town	Maine	2015	543
Waltham town	Maine	2010	353
Waltham town	Maine	2011	352
Waltham town	Maine	2012	351
Waltham town	Maine	2013	348
Waltham town	Maine	2014	348
Waltham town	Maine	2015	345
Winter Harbor town	Maine	2010	516
Winter Harbor town	Maine	2011	515
Winter Harbor town	Maine	2012	516
Winter Harbor town	Maine	2013	515
Winter Harbor town	Maine	2014	518
Winter Harbor town	Maine	2015	517
Albion town	Maine	2010	2041
Albion town	Maine	2011	2043
Albion town	Maine	2012	2047
Albion town	Maine	2013	2050
Albion town	Maine	2014	2046
Albion town	Maine	2015	2048
Belgrade town	Maine	2010	3189
Belgrade town	Maine	2011	3190
Belgrade town	Maine	2012	3181
Belgrade town	Maine	2013	3171
Belgrade town	Maine	2014	3156
Belgrade town	Maine	2015	3151
Benton town	Maine	2010	2732
Benton town	Maine	2011	2729
Benton town	Maine	2012	2711
Benton town	Maine	2013	2707
Benton town	Maine	2014	2697
Benton town	Maine	2015	2681
Chelsea town	Maine	2010	2721
Chelsea town	Maine	2011	2721
Chelsea town	Maine	2012	2711
Chelsea town	Maine	2013	2731
Chelsea town	Maine	2014	2713
Chelsea town	Maine	2015	2717
China town	Maine	2010	4330
China town	Maine	2011	4328
China town	Maine	2012	4318
China town	Maine	2013	4300
China town	Maine	2014	4297
China town	Maine	2015	4276
Clinton town	Maine	2010	3486
Clinton town	Maine	2011	3480
Clinton town	Maine	2012	3450
Clinton town	Maine	2013	3428
Clinton town	Maine	2014	3395
Clinton town	Maine	2015	3373
Farmingdale town	Maine	2010	2959
Farmingdale town	Maine	2011	2960
Farmingdale town	Maine	2012	2957
Farmingdale town	Maine	2013	2941
Farmingdale town	Maine	2014	2921
Farmingdale town	Maine	2015	2911
Fayette town	Maine	2010	1140
Fayette town	Maine	2011	1140
Fayette town	Maine	2012	1138
Fayette town	Maine	2013	1136
Fayette town	Maine	2014	1130
Fayette town	Maine	2015	1132
Litchfield town	Maine	2010	3624
Litchfield town	Maine	2011	3624
Litchfield town	Maine	2012	3622
Litchfield town	Maine	2013	3619
Litchfield town	Maine	2014	3604
Litchfield town	Maine	2015	3600
Manchester town	Maine	2010	2580
Manchester town	Maine	2011	2582
Manchester town	Maine	2012	2583
Manchester town	Maine	2013	2579
Manchester town	Maine	2014	2563
Manchester town	Maine	2015	2554
Monmouth town	Maine	2010	4099
Monmouth town	Maine	2011	4111
Monmouth town	Maine	2012	4097
Monmouth town	Maine	2013	4097
Monmouth town	Maine	2014	4073
Monmouth town	Maine	2015	4066
Mount Vernon town	Maine	2010	1640
Mount Vernon town	Maine	2011	1641
Mount Vernon town	Maine	2012	1641
Mount Vernon town	Maine	2013	1641
Mount Vernon town	Maine	2014	1632
Mount Vernon town	Maine	2015	1637
Oakland town	Maine	2010	6240
Oakland town	Maine	2011	6236
Oakland town	Maine	2012	6237
Oakland town	Maine	2013	6237
Oakland town	Maine	2014	6217
Oakland town	Maine	2015	6212
Pittston town	Maine	2010	2666
Pittston town	Maine	2011	2668
Pittston town	Maine	2012	2673
Pittston town	Maine	2013	2657
Pittston town	Maine	2014	2632
Pittston town	Maine	2015	2629
Randolph town	Maine	2010	1772
Randolph town	Maine	2011	1770
Randolph town	Maine	2012	1762
Randolph town	Maine	2013	1752
Randolph town	Maine	2014	1735
Randolph town	Maine	2015	1723
Readfield town	Maine	2010	2598
Readfield town	Maine	2011	2595
Readfield town	Maine	2012	2579
Readfield town	Maine	2013	2571
Readfield town	Maine	2014	2554
Readfield town	Maine	2015	2544
Rome town	Maine	2010	1010
Rome town	Maine	2011	1009
Rome town	Maine	2012	1005
Rome town	Maine	2013	1007
Rome town	Maine	2014	1000
Rome town	Maine	2015	996
Sidney town	Maine	2010	4212
Sidney town	Maine	2011	4210
Sidney town	Maine	2012	4210
Sidney town	Maine	2013	4233
Sidney town	Maine	2014	4224
Sidney town	Maine	2015	4246
Vassalboro town	Maine	2010	4343
Vassalboro town	Maine	2011	4345
Vassalboro town	Maine	2012	4358
Vassalboro town	Maine	2013	4363
Vassalboro town	Maine	2014	4324
Vassalboro town	Maine	2015	4303
Vienna town	Maine	2010	570
Vienna town	Maine	2011	572
Vienna town	Maine	2012	575
Vienna town	Maine	2013	579
Vienna town	Maine	2014	581
Vienna town	Maine	2015	577
Wayne town	Maine	2010	1189
Wayne town	Maine	2011	1188
Wayne town	Maine	2012	1179
Wayne town	Maine	2013	1174
Wayne town	Maine	2014	1166
Wayne town	Maine	2015	1164
West Gardiner town	Maine	2010	3474
West Gardiner town	Maine	2011	3468
West Gardiner town	Maine	2012	3452
West Gardiner town	Maine	2013	3441
West Gardiner town	Maine	2014	3417
West Gardiner town	Maine	2015	3405
Windsor town	Maine	2010	2575
Windsor town	Maine	2011	2575
Windsor town	Maine	2012	2573
Windsor town	Maine	2013	2574
Windsor town	Maine	2014	2571
Windsor town	Maine	2015	2564
Winslow town	Maine	2010	7792
Winslow town	Maine	2011	7782
Winslow town	Maine	2012	7743
Winslow town	Maine	2013	7715
Winslow town	Maine	2014	7660
Winslow town	Maine	2015	7632
Winthrop town	Maine	2010	6094
Winthrop town	Maine	2011	6090
Winthrop town	Maine	2012	6066
Winthrop town	Maine	2013	6051
Winthrop town	Maine	2014	6009
Winthrop town	Maine	2015	5980
Appleton town	Maine	2010	1316
Appleton town	Maine	2011	1317
Appleton town	Maine	2012	1319
Appleton town	Maine	2013	1318
Appleton town	Maine	2014	1324
Appleton town	Maine	2015	1334
Camden town	Maine	2010	4850
Camden town	Maine	2011	4847
Camden town	Maine	2012	4852
Camden town	Maine	2013	4844
Camden town	Maine	2014	4834
Camden town	Maine	2015	4850
Cushing town	Maine	2010	1534
Cushing town	Maine	2011	1531
Cushing town	Maine	2012	1529
Cushing town	Maine	2013	1521
Cushing town	Maine	2014	1513
Cushing town	Maine	2015	1515
Friendship town	Maine	2010	1152
Friendship town	Maine	2011	1151
Friendship town	Maine	2012	1148
Friendship town	Maine	2013	1145
Friendship town	Maine	2014	1141
Friendship town	Maine	2015	1144
Hope town	Maine	2010	1536
Hope town	Maine	2011	1536
Hope town	Maine	2012	1540
Hope town	Maine	2013	1603
Hope town	Maine	2014	1652
Hope town	Maine	2015	1663
Isle au Haut town	Maine	2010	73
Isle au Haut town	Maine	2011	73
Isle au Haut town	Maine	2012	73
Isle au Haut town	Maine	2013	73
Isle au Haut town	Maine	2014	72
Isle au Haut town	Maine	2015	73
North Haven town	Maine	2010	355
North Haven town	Maine	2011	355
North Haven town	Maine	2012	354
North Haven town	Maine	2013	352
North Haven town	Maine	2014	351
North Haven town	Maine	2015	351
Owls Head town	Maine	2010	1578
Owls Head town	Maine	2011	1578
Owls Head town	Maine	2012	1579
Owls Head town	Maine	2013	1577
Owls Head town	Maine	2014	1573
Owls Head town	Maine	2015	1588
Rockport town	Maine	2010	3330
Rockport town	Maine	2011	3328
Rockport town	Maine	2012	3325
Rockport town	Maine	2013	3313
Rockport town	Maine	2014	3327
Rockport town	Maine	2015	3370
St. George town	Maine	2010	2591
St. George town	Maine	2011	2590
St. George town	Maine	2012	2597
St. George town	Maine	2013	2589
St. George town	Maine	2014	2583
St. George town	Maine	2015	2591
South Thomaston town	Maine	2010	1560
South Thomaston town	Maine	2011	1560
South Thomaston town	Maine	2012	1571
South Thomaston town	Maine	2013	1574
South Thomaston town	Maine	2014	1585
South Thomaston town	Maine	2015	1601
Thomaston town	Maine	2010	2781
Thomaston town	Maine	2011	2778
Thomaston town	Maine	2012	2775
Thomaston town	Maine	2013	2773
Thomaston town	Maine	2014	2764
Thomaston town	Maine	2015	2773
Union town	Maine	2010	2259
Union town	Maine	2011	2258
Union town	Maine	2012	2258
Union town	Maine	2013	2250
Union town	Maine	2014	2237
Union town	Maine	2015	2239
Vinalhaven town	Maine	2010	1165
Vinalhaven town	Maine	2011	1166
Vinalhaven town	Maine	2012	1162
Vinalhaven town	Maine	2013	1154
Vinalhaven town	Maine	2014	1147
Vinalhaven town	Maine	2015	1147
Warren town	Maine	2010	4751
Warren town	Maine	2011	4751
Warren town	Maine	2012	4734
Warren town	Maine	2013	4720
Warren town	Maine	2014	4705
Warren town	Maine	2015	4709
Washington town	Maine	2010	1527
Washington town	Maine	2011	1527
Washington town	Maine	2012	1531
Washington town	Maine	2013	1528
Washington town	Maine	2014	1521
Washington town	Maine	2015	1524
Alna town	Maine	2010	709
Alna town	Maine	2011	709
Alna town	Maine	2012	706
Alna town	Maine	2013	710
Alna town	Maine	2014	710
Alna town	Maine	2015	714
Boothbay town	Maine	2010	3120
Boothbay town	Maine	2011	3111
Boothbay town	Maine	2012	3102
Boothbay town	Maine	2013	3109
Boothbay town	Maine	2014	3106
Boothbay town	Maine	2015	3098
Boothbay Harbor town	Maine	2010	2165
Boothbay Harbor town	Maine	2011	2160
Boothbay Harbor town	Maine	2012	2149
Boothbay Harbor town	Maine	2013	2145
Boothbay Harbor town	Maine	2014	2142
Boothbay Harbor town	Maine	2015	2168
Bremen town	Maine	2010	806
Bremen town	Maine	2011	805
Bremen town	Maine	2012	802
Bremen town	Maine	2013	803
Bremen town	Maine	2014	801
Bremen town	Maine	2015	798
Bristol town	Maine	2010	2755
Bristol town	Maine	2011	2749
Bristol town	Maine	2012	2737
Bristol town	Maine	2013	2731
Bristol town	Maine	2014	2732
Bristol town	Maine	2015	2727
Damariscotta town	Maine	2010	2218
Damariscotta town	Maine	2011	2216
Damariscotta town	Maine	2012	2216
Damariscotta town	Maine	2013	2210
Damariscotta town	Maine	2014	2214
Damariscotta town	Maine	2015	2216
Dresden town	Maine	2010	1672
Dresden town	Maine	2011	1667
Dresden town	Maine	2012	1657
Dresden town	Maine	2013	1663
Dresden town	Maine	2014	1657
Dresden town	Maine	2015	1650
Edgecomb town	Maine	2010	1249
Edgecomb town	Maine	2011	1249
Edgecomb town	Maine	2012	1248
Edgecomb town	Maine	2013	1244
Edgecomb town	Maine	2014	1243
Edgecomb town	Maine	2015	1238
Jefferson town	Maine	2010	2427
Jefferson town	Maine	2011	2420
Jefferson town	Maine	2012	2411
Jefferson town	Maine	2013	2401
Jefferson town	Maine	2014	2397
Jefferson town	Maine	2015	2395
Newcastle town	Maine	2010	1752
Newcastle town	Maine	2011	1749
Newcastle town	Maine	2012	1746
Newcastle town	Maine	2013	1738
Newcastle town	Maine	2014	1729
Newcastle town	Maine	2015	1723
Nobleboro town	Maine	2010	1643
Nobleboro town	Maine	2011	1640
Nobleboro town	Maine	2012	1633
Nobleboro town	Maine	2013	1628
Nobleboro town	Maine	2014	1624
Nobleboro town	Maine	2015	1624
Somerville town	Maine	2010	548
Somerville town	Maine	2011	548
Somerville town	Maine	2012	551
Somerville town	Maine	2013	553
Somerville town	Maine	2014	555
Somerville town	Maine	2015	557
South Bristol town	Maine	2010	892
South Bristol town	Maine	2011	891
South Bristol town	Maine	2012	890
South Bristol town	Maine	2013	888
South Bristol town	Maine	2014	889
South Bristol town	Maine	2015	889
Southport town	Maine	2010	606
Southport town	Maine	2011	605
Southport town	Maine	2012	602
Southport town	Maine	2013	600
Southport town	Maine	2014	597
Southport town	Maine	2015	594
Waldoboro town	Maine	2010	5075
Waldoboro town	Maine	2011	5062
Waldoboro town	Maine	2012	5044
Waldoboro town	Maine	2013	5030
Waldoboro town	Maine	2014	5022
Waldoboro town	Maine	2015	5011
Westport Island town	Maine	2010	718
Westport Island town	Maine	2011	717
Westport Island town	Maine	2012	719
Westport Island town	Maine	2013	718
Westport Island town	Maine	2014	720
Westport Island town	Maine	2015	720
Whitefield town	Maine	2010	2300
Whitefield town	Maine	2011	2298
Whitefield town	Maine	2012	2293
Whitefield town	Maine	2013	2285
Whitefield town	Maine	2014	2286
Whitefield town	Maine	2015	2283
Wiscasset town	Maine	2010	3732
Wiscasset town	Maine	2011	3722
Wiscasset town	Maine	2012	3703
Wiscasset town	Maine	2013	3688
Wiscasset town	Maine	2014	3678
Wiscasset town	Maine	2015	3675
Andover town	Maine	2010	821
Andover town	Maine	2011	821
Andover town	Maine	2012	824
Andover town	Maine	2013	817
Andover town	Maine	2014	811
Andover town	Maine	2015	808
Bethel town	Maine	2010	2603
Bethel town	Maine	2011	2601
Bethel town	Maine	2012	2613
Bethel town	Maine	2013	2607
Bethel town	Maine	2014	2610
Bethel town	Maine	2015	2634
Brownfield town	Maine	2010	1597
Brownfield town	Maine	2011	1596
Brownfield town	Maine	2012	1603
Brownfield town	Maine	2013	1598
Brownfield town	Maine	2014	1604
Brownfield town	Maine	2015	1609
Buckfield town	Maine	2010	2010
Buckfield town	Maine	2011	2011
Buckfield town	Maine	2012	2007
Buckfield town	Maine	2013	1999
Buckfield town	Maine	2014	1998
Buckfield town	Maine	2015	2001
Byron town	Maine	2010	145
Byron town	Maine	2011	145
Byron town	Maine	2012	145
Byron town	Maine	2013	145
Byron town	Maine	2014	145
Byron town	Maine	2015	144
Canton town	Maine	2010	990
Canton town	Maine	2011	988
Canton town	Maine	2012	984
Canton town	Maine	2013	981
Canton town	Maine	2014	977
Canton town	Maine	2015	978
Denmark town	Maine	2010	1148
Denmark town	Maine	2011	1147
Denmark town	Maine	2012	1150
Denmark town	Maine	2013	1147
Denmark town	Maine	2014	1144
Denmark town	Maine	2015	1145
Dixfield town	Maine	2010	2550
Dixfield town	Maine	2011	2548
Dixfield town	Maine	2012	2537
Dixfield town	Maine	2013	2515
Dixfield town	Maine	2014	2499
Dixfield town	Maine	2015	2490
Fryeburg town	Maine	2010	3447
Fryeburg town	Maine	2011	3443
Fryeburg town	Maine	2012	3437
Fryeburg town	Maine	2013	3417
Fryeburg town	Maine	2014	3400
Fryeburg town	Maine	2015	3401
Gilead town	Maine	2010	209
Gilead town	Maine	2011	209
Gilead town	Maine	2012	208
Gilead town	Maine	2013	207
Gilead town	Maine	2014	207
Gilead town	Maine	2015	206
Greenwood town	Maine	2010	830
Greenwood town	Maine	2011	831
Greenwood town	Maine	2012	833
Greenwood town	Maine	2013	829
Greenwood town	Maine	2014	829
Greenwood town	Maine	2015	831
Hanover town	Maine	2010	238
Hanover town	Maine	2011	240
Hanover town	Maine	2012	242
Hanover town	Maine	2013	242
Hanover town	Maine	2014	245
Hanover town	Maine	2015	249
Hartford town	Maine	2010	1184
Hartford town	Maine	2011	1185
Hartford town	Maine	2012	1189
Hartford town	Maine	2013	1188
Hartford town	Maine	2014	1188
Hartford town	Maine	2015	1191
Hebron town	Maine	2010	1416
Hebron town	Maine	2011	1414
Hebron town	Maine	2012	1410
Hebron town	Maine	2013	1401
Hebron town	Maine	2014	1392
Hebron town	Maine	2015	1400
Hiram town	Maine	2010	1620
Hiram town	Maine	2011	1617
Hiram town	Maine	2012	1621
Hiram town	Maine	2013	1618
Hiram town	Maine	2014	1619
Hiram town	Maine	2015	1612
Lovell town	Maine	2010	1140
Lovell town	Maine	2011	1139
Lovell town	Maine	2012	1142
Lovell town	Maine	2013	1138
Lovell town	Maine	2014	1135
Lovell town	Maine	2015	1135
Mexico town	Maine	2010	2681
